Date,Id,Player1,Player1Region,Player1Race,Player2,Player2Region,Player2Race,Score1,Score2
Saturday December 8 2012,16919,[SKT],Korea Republic of,,[STX],Korea Republic of,,4,3
Sunday December 9 2012,16915,[Woongjin],International,,[CJ],Korea Republic of,,1,4
Saturday December 22 2012,16917,[KHAN],Korea Republic of,,[KT],Korea Republic of,,1,4
Wednesday May 1 2013,13981,Alicia,Korea Republic of,Protoss,Maker.,Mexico,Terran,2,0
Wednesday May 1 2013,13970,Apocalypse,Korea Republic of,Terran,Minigun,United States,Protoss,2,1
Wednesday May 1 2013,13969,Fenix,Peru,Terran,Minigun,United States,Protoss,1,2
Wednesday May 1 2013,13968,NesTea,Korea Republic of,Zerg,Apocalypse,Korea Republic of,Terran,2,0
Wednesday May 1 2013,13967,Apocalypse,Korea Republic of,Terran,Fenix,Peru,Terran,2,0
Wednesday May 1 2013,13966,Minigun,United States,Protoss,NesTea,Korea Republic of,Zerg,0,2
Thursday May 2 2013,13947,HerO,Korea Republic of,Protoss,SpeCial.Sc2,Mexico,Terran,2,0
Thursday May 2 2013,13948,KiLLeR,Chile,Zerg,HerO,Korea Republic of,Protoss,0,2
Thursday May 2 2013,13946,KiLLeR,Chile,Zerg,aLive,Korea Republic of,Terran,2,1
Thursday May 2 2013,13949,aLive,Korea Republic of,Terran,SpeCial.Sc2,Mexico,Terran,2,0
Thursday May 2 2013,13950,KiLLeR,Chile,Zerg,aLive,Korea Republic of,Terran,0,2
Sunday May 5 2013,14155,puCK,United States,Protoss,ViBE,United States,Zerg,2,1
Sunday May 5 2013,14157,puCK,United States,Protoss,Minigun,United States,Protoss,2,1
Sunday May 5 2013,14158,ViBE,United States,Zerg,Maker.,Mexico,Terran,1,2
Sunday May 5 2013,14156,Maker.,Mexico,Terran,Minigun,United States,Protoss,0,2
Sunday May 5 2013,14159,Minigun,United States,Protoss,Maker.,Mexico,Terran,2,1
Monday May 6 2013,13965,Ryung,Korea Republic of,Terran,hellokitty.,United States,Protoss,2,0
Monday May 6 2013,13964,hellokitty.,United States,Protoss,Heart,Korea Republic of,Terran,2,1
Monday May 6 2013,13963,Ryung,Korea Republic of,Terran,Suppy,United States,Zerg,0,2
Monday May 6 2013,13962,Ryung,Korea Republic of,Terran,hellokitty.,United States,Protoss,2,0
Monday May 6 2013,13961,Suppy,United States,Zerg,Heart,Korea Republic of,Terran,2,0
Tuesday May 7 2013,13951,State,United States,Protoss,Scarlett,Canada,Zerg,0,2
Tuesday May 7 2013,13954,State,United States,Protoss,Oz,Korea Republic of,Protoss,2,1
Tuesday May 7 2013,13952,viOLet,Korea Republic of,Zerg,Oz,Korea Republic of,Protoss,2,0
Tuesday May 7 2013,13953,Scarlett,Canada,Zerg,viOLet,Korea Republic of,Zerg,1,2
Tuesday May 7 2013,13955,Scarlett,Canada,Zerg,State,United States,Protoss,2,0
Wednesday May 8 2013,13958,Polt,Korea Republic of,Terran,Goswser,United States,Zerg,2,0
Wednesday May 8 2013,13956,IdrA,United States,Zerg,Polt,Korea Republic of,Terran,0,2
Wednesday May 8 2013,13957,Revival,Korea Republic of,Zerg,Goswser,United States,Zerg,1,2
Wednesday May 8 2013,13959,IdrA,United States,Zerg,Revival,Korea Republic of,Zerg,0,2
Wednesday May 8 2013,13960,Goswser,United States,Zerg,Revival,Korea Republic of,Zerg,0,2
Thursday May 9 2013,13976,Sen,Taiwan,Zerg,Capoch,Argentina,Protoss,2,0
Thursday May 9 2013,13977,Crank,Korea Republic of,Protoss,HuK,Canada,Protoss,2,0
Thursday May 9 2013,13978,Sen,Taiwan,Zerg,Crank,Korea Republic of,Protoss,1,2
Thursday May 9 2013,13979,Capoch,Argentina,Protoss,HuK,Canada,Protoss,0,2
Thursday May 9 2013,13980,Sen,Taiwan,Zerg,HuK,Canada,Protoss,2,1
Saturday May 11 2013,14164,Goswser,United States,Zerg,Neeb,United States,Terran,2,0
Saturday May 11 2013,14163,Hendralisk,Canada,Zerg,Neeb,United States,Terran,1,2
Saturday May 11 2013,14162,Goswser,United States,Zerg,Drunkenboi,Canada,Terran,0,2
Saturday May 11 2013,14161,Neeb,United States,Terran,Drunkenboi,Canada,Terran,0,2
Saturday May 11 2013,14160,Goswser,United States,Zerg,Hendralisk,Canada,Zerg,2,1
Sunday May 12 2013,14169,hellokitty.,United States,Protoss,Suppy,United States,Zerg,2,1
Sunday May 12 2013,14168,Suppy,United States,Zerg,MaSa,Canada,Terran,2,0
Sunday May 12 2013,14167,Kane,Canada,Zerg,hellokitty.,United States,Protoss,2,0
Sunday May 12 2013,14166,hellokitty.,United States,Protoss,Suppy,United States,Zerg,2,0
Sunday May 12 2013,14165,Kane,Canada,Zerg,MaSa,Canada,Terran,2,0
Tuesday May 14 2013,14376,Soulkey,Korea Republic of,Zerg,PartinG,Korea Republic of,Protoss,3,2
Tuesday May 14 2013,14377,sOs.sc2,Korea Republic of,Protoss,KangHo,Korea Republic of,Zerg,3,2
Thursday May 16 2013,14378,RorO,Korea Republic of,Zerg,INnoVation,Korea Republic of,Terran,0,3
Thursday May 16 2013,14379,Bomber,Korea Republic of,Terran,Symbol,Korea Republic of,Zerg,1,3
Thursday May 16 2013,15078,SaSe,Sweden,Protoss,Mvp,Korea Republic of,Terran,0,2
Thursday May 16 2013,15079,LucifroN,Spain,Terran,Nerchio,Poland,Zerg,2,0
Thursday May 16 2013,15080,LucifroN,Spain,Terran,Mvp,Korea Republic of,Terran,2,0
Thursday May 16 2013,15081,SaSe,Sweden,Protoss,Nerchio,Poland,Zerg,2,0
Thursday May 16 2013,15082,Mvp,Korea Republic of,Terran,SaSe,Sweden,Protoss,2,0
Friday May 17 2013,15083,Feast,Belgium,Protoss,Stephano,France,Zerg,1,2
Friday May 17 2013,15084,DIMAGA,Ukraine,Zerg,ThorZaiN,Sweden,Terran,1,2
Friday May 17 2013,15085,Stephano,France,Zerg,ThorZaiN,Sweden,Terran,2,1
Friday May 17 2013,14170,State,United States,Protoss,qxc,United States,Terran,2,1
Friday May 17 2013,14171,Xenocider,United States,Terran,rsvp,United States,Protoss,2,0
Friday May 17 2013,15086,DIMAGA,Ukraine,Zerg,Feast,Belgium,Protoss,2,1
Friday May 17 2013,14172,State,United States,Protoss,Xenocider,United States,Terran,2,0
Friday May 17 2013,15087,ThorZaiN,Sweden,Terran,DIMAGA,Ukraine,Zerg,1,2
Friday May 17 2013,14173,qxc,United States,Terran,rsvp,United States,Protoss,2,0
Friday May 17 2013,14174,Xenocider,United States,Terran,qxc,United States,Terran,1,2
Sunday May 19 2013,15385,Goswser,United States,Zerg,Kane,Canada,Zerg,3,4
Sunday May 19 2013,15386,State,United States,Protoss,Minigun,United States,Protoss,4,0
Tuesday May 21 2013,15361,NesTea,Korea Republic of,Zerg,Snute,Norway,Zerg,1,2
Tuesday May 21 2013,15362,Alicia,Korea Republic of,Protoss,Sen,Taiwan,Zerg,2,1
Tuesday May 21 2013,15363,Snute,Norway,Zerg,Alicia,Korea Republic of,Protoss,2,1
Tuesday May 21 2013,15364,NesTea,Korea Republic of,Zerg,Sen,Taiwan,Zerg,2,0
Tuesday May 21 2013,15365,Alicia,Korea Republic of,Protoss,NesTea,Korea Republic of,Zerg,2,0
Tuesday May 21 2013,14380,Soulkey,Korea Republic of,Zerg,sOs.sc2,Korea Republic of,Protoss,4,3
Tuesday May 21 2013,16523,Socke,Germany,Protoss,ToD,France,Protoss,1,2
Tuesday May 21 2013,16515,Shuttle,Korea Republic of,Terran,Uzer,Poland,Zerg,2,0
Tuesday May 21 2013,15387,Kane,Canada,Zerg,State,United States,Protoss,4,1
Tuesday May 21 2013,16513,ret,Netherlands,Zerg,Bischu,Sweden,Protoss,2,1
Tuesday May 21 2013,16530,DarkHydra,Germany,Terran,Grubby,Netherlands,Protoss,1,2
Wednesday May 22 2013,15366,TheSTC,Korea Republic of,Terran,Apocalypse,Korea Republic of,Terran,2,1
Wednesday May 22 2013,15367,Crank,Korea Republic of,Protoss,Moonglade,Australia,Zerg,2,1
Wednesday May 22 2013,15368,TheSTC,Korea Republic of,Terran,Crank,Korea Republic of,Protoss,0,2
Wednesday May 22 2013,15369,Apocalypse,Korea Republic of,Terran,Moonglade,Australia,Zerg,0,2
Wednesday May 22 2013,15370,TheSTC,Korea Republic of,Terran,Moonglade,Australia,Zerg,1,2
Wednesday May 22 2013,16582,[Quantic],Korea Republic of,,[lMl],International,,0,5
Wednesday May 22 2013,16545,ToD,France,Protoss,Slivko,Russian Federation,Zerg,2,1
Wednesday May 22 2013,16541,Shuttle,Korea Republic of,Terran,Beastyqt,Serbia,Terran,2,1
Wednesday May 22 2013,16549,Tefel,Poland,Zerg,KrasS,Germany,Terran,2,1
Wednesday May 22 2013,16536,Kas,Ukraine,Terran,Bunny,Denmark,Terran,0,2
Wednesday May 22 2013,16544,TAiLS,Korea Republic of,Protoss,Bly,Ukraine,Zerg,0,2
Wednesday May 22 2013,16548,MC,Korea Republic of,Protoss,Grubby,Netherlands,Protoss,0,2
Wednesday May 22 2013,16540,ret,Netherlands,Zerg,MaNa,Poland,Protoss,2,1
Wednesday May 22 2013,16537,Dayshi.sc2,France,Terran,HasuObs,Germany,Protoss,2,1
Thursday May 23 2013,15371,HerO,Korea Republic of,Protoss,Scarlett,Canada,Zerg,2,0
Thursday May 23 2013,15372,Suppy,United States,Zerg,Revival,Korea Republic of,Zerg,2,1
Thursday May 23 2013,15373,HerO,Korea Republic of,Protoss,Suppy,United States,Zerg,2,0
Thursday May 23 2013,15374,Scarlett,Canada,Zerg,Revival,Korea Republic of,Zerg,1,2
Thursday May 23 2013,15375,Suppy,United States,Zerg,Revival,Korea Republic of,Zerg,0,2
Thursday May 23 2013,14381,INnoVation,Korea Republic of,Terran,Symbol,Korea Republic of,Zerg,4,2
Thursday May 23 2013,16554,Shuttle,Korea Republic of,Terran,SaSe,Sweden,Protoss,2,0
Thursday May 23 2013,16551,MMA,Korea Republic of,Terran,Bunny,Denmark,Terran,2,0
Thursday May 23 2013,16556,ToD,France,Protoss,ThorZaiN,Sweden,Terran,2,0
Thursday May 23 2013,15376,viOLet,Korea Republic of,Zerg,aLive,Korea Republic of,Terran,0,2
Thursday May 23 2013,16557,Nerchio,Poland,Zerg,Grubby,Netherlands,Protoss,1,2
Thursday May 23 2013,16558,Tefel,Poland,Zerg,Naniwa,Sweden,Protoss,2,0
Thursday May 23 2013,16552,Dayshi.sc2,France,Terran,Strelok,Ukraine,Terran,2,0
Thursday May 23 2013,16553,Vortix,Spain,Zerg,ret,Netherlands,Zerg,1,2
Thursday May 23 2013,16555,Feast,Belgium,Protoss,Bly,Ukraine,Zerg,1,2
Friday May 24 2013,15377,Polt,Korea Republic of,Terran,Ryung,Korea Republic of,Terran,1,2
Friday May 24 2013,15379,viOLet,Korea Republic of,Zerg,Polt,Korea Republic of,Terran,0,2
Friday May 24 2013,15378,aLive,Korea Republic of,Terran,Ryung,Korea Republic of,Terran,1,2
Friday May 24 2013,15380,aLive,Korea Republic of,Terran,Polt,Korea Republic of,Terran,2,1
Friday May 24 2013,16609,[FXO],Korea Republic of,,[ST],Korea Republic of,,1,4
Saturday May 25 2013,16610,[MVP],Korea Republic of,,[NSHoSeo],International,,4,0
Saturday May 25 2013,15354,Happy,Russian Federation,Terran,DIMAGA,Ukraine,Zerg,2,3
Saturday May 25 2013,15355,TLO,Germany,Zerg,Mvp,Korea Republic of,Terran,0,3
Saturday May 25 2013,15356,LucifroN,Spain,Terran,ForGG,Korea Republic of,Terran,2,3
Saturday May 25 2013,15357,Stephano,France,Zerg,BabyKnight,Denmark,Protoss,3,0
Sunday May 26 2013,15358,DIMAGA,Ukraine,Zerg,Mvp,Korea Republic of,Terran,0,3
Sunday May 26 2013,15359,ForGG,Korea Republic of,Terran,Stephano,France,Zerg,1,3
Sunday May 26 2013,15360,Mvp,Korea Republic of,Terran,Stephano,France,Zerg,4,1
Monday May 27 2013,17046,[EG-TL],International,,[T8],Korea Republic of,,1,4
Monday May 27 2013,17048,[KT],Korea Republic of,,[SKT],Korea Republic of,,3,4
Monday May 27 2013,16841,Vortix,Spain,Zerg,Noname.sc2,Russian Federation,Terran,2,1
Monday May 27 2013,16842,TAiLS,Korea Republic of,Protoss,Socke,Germany,Protoss,2,0
Monday May 27 2013,16843,Vortix,Spain,Zerg,TAiLS,Korea Republic of,Protoss,1,2
Monday May 27 2013,16844,Noname.sc2,Russian Federation,Terran,Socke,Germany,Protoss,2,0
Monday May 27 2013,16845,Vortix,Spain,Zerg,Noname.sc2,Russian Federation,Terran,2,0
Tuesday May 28 2013,17137,Goswser,United States,Zerg,Capoch,Argentina,Protoss,1,2
Tuesday May 28 2013,17133,ViBE,United States,Zerg,Jim,China,Protoss,0,2
Tuesday May 28 2013,17129,Top.,China,Protoss,Fenix,Peru,Terran,2,0
Tuesday May 28 2013,17141,Illusion,United States,Terran,Taeja,Korea Republic of,Terran,1,2
Tuesday May 28 2013,17044,[STX],Korea Republic of,,[Woongjin],International,,4,3
Tuesday May 28 2013,16716,Bunny.kr,Korea Republic of,Terran,Leenock,Korea Republic of,Zerg,1,0
Tuesday May 28 2013,16717,DongRaeGu,Korea Republic of,Zerg,Ruin,Korea Republic of,Protoss,1,0
Tuesday May 28 2013,16718,Leenock,Korea Republic of,Zerg,Maru,Korea Republic of,Terran,1,0
Tuesday May 28 2013,16723,Bunny.kr,Korea Republic of,Terran,DongRaeGu,Korea Republic of,Zerg,1,0
Tuesday May 28 2013,16719,Bunny.kr,Korea Republic of,Terran,Ruin,Korea Republic of,Protoss,0,1
Tuesday May 28 2013,16720,DongRaeGu,Korea Republic of,Zerg,Maru,Korea Republic of,Terran,0,1
Tuesday May 28 2013,16721,Ruin,Korea Republic of,Protoss,Leenock,Korea Republic of,Zerg,0,1
Tuesday May 28 2013,16722,Bunny.kr,Korea Republic of,Terran,Maru,Korea Republic of,Terran,0,1
Tuesday May 28 2013,16715,Maru,Korea Republic of,Terran,Ruin,Korea Republic of,Protoss,1,0
Tuesday May 28 2013,16723,Bunny.kr,Korea Republic of,Terran,DongRaeGu,Korea Republic of,Zerg,1,0
Tuesday May 28 2013,16846,SaSe,Sweden,Protoss,Monchi,Austria,Protoss,2,1
Tuesday May 28 2013,16847,Beastyqt,Serbia,Terran,Elfi,Finland,Protoss,2,0
Tuesday May 28 2013,16848,SaSe,Sweden,Protoss,Beastyqt,Serbia,Terran,0,2
Tuesday May 28 2013,16849,Monchi,Austria,Protoss,Elfi,Finland,Protoss,0,2
Tuesday May 28 2013,16850,SaSe,Sweden,Protoss,Elfi,Finland,Protoss,0,2
Wednesday May 29 2013,17139,Neeb,United States,Terran,puCK,United States,Protoss,0,2
Wednesday May 29 2013,17135,State,United States,Protoss,theognis,United States,Terran,1,2
Wednesday May 29 2013,17131,Ian,Taiwan,Zerg,SpeCial.Sc2,Mexico,Terran,0,2
Wednesday May 29 2013,17143,XY - Stc2,China,Terran,DeMuslim,United Kingdom,Terran,1,2
Wednesday May 29 2013,16733,Rogue,Korea Republic of,,Golden,Korea Republic of,Zerg,1,0
Wednesday May 29 2013,16732,Rogue,Korea Republic of,,YoDaSC2,Korea Republic of,Terran,1,0
Wednesday May 29 2013,16731,FanTaSy,Korea Republic of,Terran,Trust,Korea Republic of,Protoss,1,0
Wednesday May 29 2013,16725,YoDaSC2,Korea Republic of,Terran,FanTaSy,Korea Republic of,Terran,0,1
Wednesday May 29 2013,16724,Golden,Korea Republic of,Zerg,Trust,Korea Republic of,Protoss,0,1
Wednesday May 29 2013,16727,Golden,Korea Republic of,Zerg,FanTaSy,Korea Republic of,Terran,0,1
Wednesday May 29 2013,16726,Rogue,Korea Republic of,,Trust,Korea Republic of,Protoss,1,0
Wednesday May 29 2013,16573,[Liquid],International,,[MVP],Korea Republic of,,1,5
Wednesday May 29 2013,16861,Strelok,Ukraine,Terran,Jogginghose,Germany,Protoss,2,1
Wednesday May 29 2013,16862,SortOf,Sweden,Zerg,Slivko,Russian Federation,Zerg,2,0
Wednesday May 29 2013,16574,[mouz],Europe,,[lMl],International,,2,5
Wednesday May 29 2013,16863,Strelok,Ukraine,Terran,SortOf,Sweden,Zerg,1,2
Wednesday May 29 2013,16864,Jogginghose,Germany,Protoss,Slivko,Russian Federation,Zerg,0,2
Wednesday May 29 2013,16865,Strelok,Ukraine,Terran,Slivko,Russian Federation,Zerg,1,2
Thursday May 30 2013,17148,NesTea,Korea Republic of,Zerg,Capoch,Argentina,Protoss,2,0
Thursday May 30 2013,17146,Scarlett,Canada,Zerg,Jim,China,Protoss,2,1
Thursday May 30 2013,17144,Apocalypse,Korea Republic of,Terran,Top.,China,Protoss,2,0
Thursday May 30 2013,17150,Polt,Korea Republic of,Terran,Taeja,Korea Republic of,Terran,2,0
Thursday May 30 2013,17047,[KHAN],Korea Republic of,,[Woongjin],International,,3,4
Thursday May 30 2013,16740,Hurricane,Korea Republic of,Protoss,MarineKing,Korea Republic of,Terran,1,0
Thursday May 30 2013,16741,First,Korea Republic of,Protoss,True.,Korea Republic of,Zerg,1,0
Thursday May 30 2013,16743,Bang,Korea Republic of,,Hurricane,Korea Republic of,Protoss,0,1
Thursday May 30 2013,16738,True.,Korea Republic of,Zerg,MarineKing,Korea Republic of,Terran,0,1
Thursday May 30 2013,16739,Bang,Korea Republic of,,First,Korea Republic of,Protoss,0,1
Thursday May 30 2013,16734,Hurricane,Korea Republic of,Protoss,True.,Korea Republic of,Zerg,1,0
Thursday May 30 2013,16742,Bang,Korea Republic of,,MarineKing,Korea Republic of,Terran,0,1
Thursday May 30 2013,16737,Hurricane,Korea Republic of,Protoss,First,Korea Republic of,Protoss,0,1
Thursday May 30 2013,16735,MarineKing,Korea Republic of,Terran,First,Korea Republic of,Protoss,1,0
Thursday May 30 2013,16600,[K3],International,,[Liquid],International,,4,5
Thursday May 30 2013,16591,[Acer],International,,[mouz],Europe,,5,2
Thursday May 30 2013,16856,Naniwa,Sweden,Protoss,Siw,Russian Federation,Protoss,2,0
Thursday May 30 2013,16857,BlinG,United Kingdom,Protoss,HasuObs,Germany,Protoss,0,2
Thursday May 30 2013,16858,Naniwa,Sweden,Protoss,HasuObs,Germany,Protoss,0,2
Thursday May 30 2013,16859,Siw,Russian Federation,Protoss,BlinG,United Kingdom,Protoss,2,1
Thursday May 30 2013,16860,Naniwa,Sweden,Protoss,Siw,Russian Federation,Protoss,2,0
Friday May 31 2013,17149,Suppy,United States,Zerg,puCK,United States,Protoss,0,2
Friday May 31 2013,17147,Sen,Taiwan,Zerg,theognis,United States,Terran,0,2
Friday May 31 2013,17145,viOLet,Korea Republic of,Zerg,SpeCial.Sc2,Mexico,Terran,2,0
Friday May 31 2013,17151,TheSTC,Korea Republic of,Terran,DeMuslim,United Kingdom,Terran,0,2
Friday May 31 2013,17035,[CJ],Korea Republic of,,[KT],Korea Republic of,,0,4
Friday May 31 2013,16851,Feast,Belgium,Protoss,Uzer,Poland,Zerg,1,2
Friday May 31 2013,16852,Kas,Ukraine,Terran,TitaN,Russian Federation,Protoss,2,1
Friday May 31 2013,16853,Uzer,Poland,Zerg,Kas,Ukraine,Terran,2,0
Friday May 31 2013,16854,Feast,Belgium,Protoss,TitaN,Russian Federation,Protoss,0,2
Friday May 31 2013,16855,Kas,Ukraine,Terran,TitaN,Russian Federation,Protoss,1,2
Saturday June 1 2013,14382,Soulkey,Korea Republic of,Zerg,INnoVation,Korea Republic of,Terran,4,3
Saturday June 1 2013,17386,ToD,France,Protoss,Dayshi.sc2,France,Terran,1,2
Saturday June 1 2013,17385,HyuN,Korea Republic of,Zerg,Squirtle,Korea Republic of,Protoss,2,0
Saturday June 1 2013,17384,Dayshi.sc2,France,Terran,Squirtle,Korea Republic of,Protoss,0,2
Saturday June 1 2013,17383,ToD,France,Protoss,HyuN,Korea Republic of,Zerg,0,2
Saturday June 1 2013,17382,Curious,Korea Republic of,Zerg,Welmu,Finland,Protoss,2,0
Saturday June 1 2013,17381,Feast,Belgium,Protoss,Welmu,Finland,Protoss,0,2
Saturday June 1 2013,17380,Curious,Korea Republic of,Zerg,ForGG,Korea Republic of,Terran,1,2
Saturday June 1 2013,17379,ForGG,Korea Republic of,Terran,Welmu,Finland,Protoss,2,0
Saturday June 1 2013,17378,Feast,Belgium,Protoss,Curious,Korea Republic of,Zerg,0,2
Saturday June 1 2013,17387,Squirtle,Korea Republic of,Protoss,Dayshi.sc2,France,Terran,2,1
Saturday June 1 2013,16601,[K3],International,,[Acer],International,,5,3
Saturday June 1 2013,16567,[Liquid],International,,[ROOT],International,,5,3
Saturday June 1 2013,16832,Moonglade,Australia,Zerg,Ryung,Korea Republic of,Terran,0,3
Saturday June 1 2013,16831,HerO,Korea Republic of,Protoss,Alicia,Korea Republic of,Protoss,3,1
Saturday June 1 2013,16834,Revival,Korea Republic of,Zerg,Snute,Norway,Zerg,3,1
Saturday June 1 2013,16833,Crank,Korea Republic of,Protoss,aLive,Korea Republic of,Terran,0,3
Sunday June 2 2013,17026,[EG-TL],International,,[SKT],Korea Republic of,,4,3
Sunday June 2 2013,17028,[T8],Korea Republic of,,[STX],Korea Republic of,,2,4
Sunday June 2 2013,17423,Curious,Korea Republic of,Zerg,HyuN,Korea Republic of,Zerg,3,1
Sunday June 2 2013,17422,ForGG,Korea Republic of,Terran,Squirtle,Korea Republic of,Protoss,3,2
Sunday June 2 2013,17425,Squirtle,Korea Republic of,Protoss,HyuN,Korea Republic of,Zerg,3,1
Sunday June 2 2013,17424,ForGG,Korea Republic of,Terran,Curious,Korea Republic of,Zerg,0,3
Sunday June 2 2013,16835,HerO,Korea Republic of,Protoss,Ryung,Korea Republic of,Terran,3,2
Sunday June 2 2013,16836,aLive,Korea Republic of,Terran,Revival,Korea Republic of,Zerg,1,3
Sunday June 2 2013,16837,HerO,Korea Republic of,Protoss,Revival,Korea Republic of,Zerg,4,2
Monday June 3 2013,16866,Bunny,Denmark,Terran,Harstem,Netherlands,Protoss,2,1
Monday June 3 2013,16867,KrasS,Germany,Terran,duckdeok,Korea Republic of,Protoss,0,2
Monday June 3 2013,16868,Bunny,Denmark,Terran,duckdeok,Korea Republic of,Protoss,2,1
Monday June 3 2013,16869,Harstem,Netherlands,Protoss,KrasS,Germany,Terran,0,2
Monday June 3 2013,16870,duckdeok,Korea Republic of,Protoss,KrasS,Germany,Terran,2,0
Tuesday June 4 2013,17059,[SKT],Korea Republic of,,[STX],Korea Republic of,,2,4
Tuesday June 4 2013,16770,Crazy,Korea Republic of,Zerg,KeeN,Korea Republic of,Terran,0,1
Tuesday June 4 2013,16771,Avenge,Korea Republic of,Protoss,YongHwa,Korea Republic of,Protoss,0,1
Tuesday June 4 2013,16773,sCsC,Korea Republic of,Terran,Crazy,Korea Republic of,Zerg,0,1
Tuesday June 4 2013,16768,YongHwa,Korea Republic of,Protoss,KeeN,Korea Republic of,Terran,0,1
Tuesday June 4 2013,16769,sCsC,Korea Republic of,Terran,Avenge,Korea Republic of,Protoss,0,1
Tuesday June 4 2013,16764,Crazy,Korea Republic of,Zerg,YongHwa,Korea Republic of,Protoss,0,1
Tuesday June 4 2013,16772,sCsC,Korea Republic of,Terran,KeeN,Korea Republic of,Terran,0,1
Tuesday June 4 2013,16767,Crazy,Korea Republic of,Zerg,Avenge,Korea Republic of,Protoss,0,1
Tuesday June 4 2013,16766,sCsC,Korea Republic of,Terran,YongHwa,Korea Republic of,Protoss,0,1
Tuesday June 4 2013,16765,KeeN,Korea Republic of,Terran,Avenge,Korea Republic of,Protoss,0,1
Tuesday June 4 2013,16871,ThorZaiN,Sweden,Terran,FireCake,France,Zerg,2,0
Tuesday June 4 2013,16872,MaNa,Poland,Protoss,Bischu,Sweden,Protoss,2,1
Tuesday June 4 2013,16873,ThorZaiN,Sweden,Terran,MaNa,Poland,Protoss,2,1
Tuesday June 4 2013,16874,FireCake,France,Zerg,Bischu,Sweden,Protoss,2,1
Tuesday June 4 2013,16875,MaNa,Poland,Protoss,FireCake,France,Zerg,2,0
Wednesday June 5 2013,16760,YuGiOh,Korea Republic of,Zerg,GuMiho,Korea Republic of,Terran,1,0
Wednesday June 5 2013,16761,Swagger,Korea Republic of,Protoss,JangBi,Korea Republic of,Protoss,0,1
Wednesday June 5 2013,16763,Creator,Korea Republic of,Protoss,YuGiOh,Korea Republic of,Zerg,0,1
Wednesday June 5 2013,16758,JangBi,Korea Republic of,Protoss,GuMiho,Korea Republic of,Terran,1,0
Wednesday June 5 2013,16759,Creator,Korea Republic of,Protoss,Swagger,Korea Republic of,Protoss,0,1
Wednesday June 5 2013,16754,YuGiOh,Korea Republic of,Zerg,JangBi,Korea Republic of,Protoss,0,1
Wednesday June 5 2013,16762,Creator,Korea Republic of,Protoss,GuMiho,Korea Republic of,Terran,1,0
Wednesday June 5 2013,16757,YuGiOh,Korea Republic of,Zerg,Swagger,Korea Republic of,Protoss,1,0
Wednesday June 5 2013,16877,MC,Korea Republic of,Protoss,Welmu,Finland,Protoss,2,1
Wednesday June 5 2013,16876,Nerchio,Poland,Zerg,DarkHydra,Germany,Terran,2,0
Wednesday June 5 2013,16878,Nerchio,Poland,Zerg,MC,Korea Republic of,Protoss,0,2
Wednesday June 5 2013,16879,DarkHydra,Germany,Terran,Welmu,Finland,Protoss,0,2
Wednesday June 5 2013,16880,Nerchio,Poland,Zerg,Welmu,Finland,Protoss,0,2
Thursday June 6 2013,16750,Curious,Korea Republic of,Zerg,ParalyzE,Korea Republic of,Protoss,0,1
Thursday June 6 2013,16751,Super.SC2,Korea Republic of,Protoss,ByuN,Korea Republic of,Terran,1,0
Thursday June 6 2013,16753,EffOrt,Korea Republic of,Zerg,Curious,Korea Republic of,Zerg,0,1
Thursday June 6 2013,16748,ByuN,Korea Republic of,Terran,ParalyzE,Korea Republic of,Protoss,0,1
Thursday June 6 2013,16749,EffOrt,Korea Republic of,Zerg,Super.SC2,Korea Republic of,Protoss,1,0
Thursday June 6 2013,16744,Curious,Korea Republic of,Zerg,ByuN,Korea Republic of,Terran,1,0
Thursday June 6 2013,16752,EffOrt,Korea Republic of,Zerg,ParalyzE,Korea Republic of,Protoss,1,0
Thursday June 6 2013,16747,Curious,Korea Republic of,Zerg,Super.SC2,Korea Republic of,Protoss,1,0
Thursday June 6 2013,16746,EffOrt,Korea Republic of,Zerg,ByuN,Korea Republic of,Terran,0,1
Thursday June 6 2013,16745,ParalyzE,Korea Republic of,Protoss,Super.SC2,Korea Republic of,Protoss,0,1
Thursday June 6 2013,16596,[Acer],International,,[Liquid],International,,5,2
Friday June 7 2013,17565,Soulkey,Korea Republic of,Zerg,aLive,Korea Republic of,Terran,2,0
Friday June 7 2013,17566,TLO,Germany,Zerg,Stephano,France,Zerg,2,1
Friday June 7 2013,17570,Mvp,Korea Republic of,Terran,Ryung,Korea Republic of,Terran,2,1
Friday June 7 2013,17571,KangHo,Korea Republic of,Zerg,Alicia,Korea Republic of,Protoss,1,2
Friday June 7 2013,17567,Soulkey,Korea Republic of,Zerg,TLO,Germany,Zerg,2,0
Friday June 7 2013,17572,Mvp,Korea Republic of,Terran,Alicia,Korea Republic of,Protoss,1,2
Friday June 7 2013,17568,aLive,Korea Republic of,Terran,Stephano,France,Zerg,2,0
Friday June 7 2013,17573,Ryung,Korea Republic of,Terran,KangHo,Korea Republic of,Zerg,1,2
Friday June 7 2013,17574,Mvp,Korea Republic of,Terran,KangHo,Korea Republic of,Zerg,2,1
Friday June 7 2013,17569,TLO,Germany,Zerg,aLive,Korea Republic of,Terran,0,2
Friday June 7 2013,17575,HerO,Korea Republic of,Protoss,ForGG,Korea Republic of,Terran,0,2
Friday June 7 2013,17576,sOs.sc2,Korea Republic of,Protoss,Symbol,Korea Republic of,Zerg,2,0
