Date,Id,Player1,Player1Region,Player1Race,Player2,Player2Region,Player2Race,Score1,Score2
Saturday April 9 2016,110992,Forte,Korea Republic of,Terran,Soulkey,Korea Republic of,Zerg,1,2
Saturday April 9 2016,110991,Pet,Korea Republic of,Zerg,Panic-Blaze,Korea Republic of,Protoss,0,2
Saturday April 9 2016,110993,Panic-Blaze,Korea Republic of,Protoss,Forte,Korea Republic of,Terran,2,0
Saturday April 9 2016,110994,Pet,Korea Republic of,Zerg,Soulkey,Korea Republic of,Zerg,0,2
Saturday April 9 2016,110995,Forte,Korea Republic of,Terran,Soulkey,Korea Republic of,Zerg,0,2
Saturday April 9 2016,111032,Elazer,Poland,Zerg,Happy,Russian Federation,Terran,2,3
Saturday April 9 2016,111031,ShoWTimE.,Germany,Protoss,Vortix,Spain,Zerg,3,0
Saturday April 9 2016,111020,Nerchio,Poland,Zerg,MaNa,Poland,Protoss,3,1
Saturday April 9 2016,111033,ShoWTimE.,Germany,Protoss,Happy,Russian Federation,Terran,3,2
Saturday April 9 2016,111034,MaNa,Poland,Protoss,ShoWTimE.,Germany,Protoss,2,3
Sunday April 10 2016,111061,puCK,United States,Protoss,HuK,Canada,Protoss,3,2
Sunday April 10 2016,111062,PiLiPiLi,Kazakhstan,Protoss,Hydra,Korea Republic of,Zerg,0,3
Sunday April 10 2016,111050,Polt,Korea Republic of,Terran,Neeb,United States,Terran,2,3
Sunday April 10 2016,111063,puCK,United States,Protoss,Hydra,Korea Republic of,Zerg,3,0
Sunday April 10 2016,111064,Polt,Korea Republic of,Terran,puCK,United States,Protoss,2,3
Sunday April 10 2016,110997,StarDust,Korea Republic of,Protoss,TRUE,Korea Republic of,Zerg,2,0
Sunday April 10 2016,110996,GuMiho,Korea Republic of,Terran,Symbol,Korea Republic of,Zerg,2,0
Sunday April 10 2016,110998,GuMiho,Korea Republic of,Terran,StarDust,Korea Republic of,Protoss,2,0
Sunday April 10 2016,110999,Symbol,Korea Republic of,Zerg,TRUE,Korea Republic of,Zerg,2,1
Sunday April 10 2016,111000,StarDust,Korea Republic of,Protoss,Symbol,Korea Republic of,Zerg,1,2
Monday April 11 2016,110241,Jim,China,Protoss,TooDming,China,Zerg,2,0
Monday April 11 2016,110247,Xigua,China,Zerg,Chick,China,Terran,1,2
Wednesday April 13 2016,112424,herO.kr,Korea Republic of,Protoss,Cure,Korea Republic of,Terran,1,3
Wednesday April 13 2016,112425,Dream,Korea Republic of,Terran,TY,Korea Republic of,Terran,0,3
Thursday April 14 2016,112420,Curious,Korea Republic of,Zerg,GuMiho,Korea Republic of,Terran,0,3
Thursday April 14 2016,112421,Patience,Korea Republic of,Protoss,Symbol,Korea Republic of,Zerg,3,1
Thursday April 14 2016,112422,aLive,Korea Republic of,Terran,Ryung,Korea Republic of,Terran,1,3
Thursday April 14 2016,112420,Curious,Korea Republic of,Zerg,GuMiho,Korea Republic of,Terran,0,3
Friday April 15 2016,112426,Taeja,Korea Republic of,Terran,Zest,Korea Republic of,Protoss,0,3
Friday April 15 2016,112427,Losira,Korea Republic of,Zerg,Dear,Korea Republic of,Protoss,1,3
Friday April 15 2016,111001,MC,Korea Republic of,Protoss,TOP*,Korea Republic of,Terran,2,0
Friday April 15 2016,111002,Jim,China,Protoss,TIME.sc2,China,Terran,2,0
Friday April 15 2016,111003,MC,Korea Republic of,Protoss,Jim,China,Protoss,0,2
Friday April 15 2016,111004,TOP*,Korea Republic of,Terran,TIME.sc2,China,Terran,1,2
Friday April 15 2016,111005,MC,Korea Republic of,Protoss,TIME.sc2,China,Terran,2,0
Sunday April 17 2016,111539,Xigua,China,Zerg,TooDming,China,Zerg,1,2
Monday April 18 2016,111541,iAsonu,China,Zerg,Xigua,China,Zerg,0,2
Wednesday April 20 2016,112428,Cure,Korea Republic of,Terran,TY,Korea Republic of,Terran,0,4
Friday April 22 2016,112429,Zest,Korea Republic of,Protoss,Dear,Korea Republic of,Protoss,4,0
Friday April 22 2016,112867,ShoWTimE.,Germany,Protoss,TY,Korea Republic of,Terran,2,3
Friday April 22 2016,112870,DepartureSC2,Korea Republic of,Zerg,uThermal,Netherlands,Terran,0,3
Tuesday April 26 2016,113142,Scarlett,Canada,Zerg,Neeb,United States,Terran,1,3
Tuesday April 26 2016,113150,Neeb,United States,Terran,HuK,Canada,Protoss,3,1
Tuesday April 26 2016,113154,Neeb,United States,Terran,Drunkenboi,Canada,Terran,3,0
Tuesday April 26 2016,113156,Neeb,United States,Terran,Bails,United States,Protoss,3,0
Wednesday April 27 2016,112872,Snute,Norway,Zerg,uThermal,Netherlands,Terran,0,3
Wednesday April 27 2016,112874,ShoWTimE.,Germany,Protoss,Solar,Korea Republic of,Zerg,1,3
Sunday May 1 2016,112430,TY,Korea Republic of,Terran,Zest,Korea Republic of,Protoss,2,4
Wednesday May 4 2016,112871,TY,Korea Republic of,Terran,Stats,Korea Republic of,Protoss,1,3
Wednesday May 4 2016,112875,Zest,Korea Republic of,Protoss,DepartureSC2,Korea Republic of,Zerg,1,3
Friday May 6 2016,112878,Solar,Korea Republic of,Zerg,TY,Korea Republic of,Terran,0,3
Wednesday May 11 2016,112876,Snute,Norway,Zerg,Solar,Korea Republic of,Zerg,1,3
Wednesday May 11 2016,112880,Stats,Korea Republic of,Protoss,TY,Korea Republic of,Terran,4,3
Wednesday May 11 2016,112877,TY,Korea Republic of,Terran,DepartureSC2,Korea Republic of,Zerg,3,0
Thursday May 12 2016,112873,Stats,Korea Republic of,Protoss,uThermal,Netherlands,Terran,3,0
Saturday May 14 2016,116194,HuK,Canada,Protoss,iaguz,Australia,Terran,1,3
Saturday May 14 2016,116186,Has,Taiwan,Protoss,Happy,Russian Federation,Terran,3,1
Saturday May 14 2016,116187,Elazer,Poland,Zerg,XY - Stc2,China,Terran,3,2
Saturday May 14 2016,116199,Harstem,Netherlands,Protoss,JimRising,Mexico,Zerg,2,3
Saturday May 14 2016,116189,FireCake,France,Zerg,Scarlett,Canada,Zerg,2,3
Saturday May 14 2016,116195,viOLet,Korea Republic of,Zerg,JimRising,Mexico,Zerg,3,0
Sunday May 15 2016,116200,Polt,Korea Republic of,Terran,uThermal,Netherlands,Terran,3,0
Sunday May 15 2016,116204,Guru,Poland,Zerg,ShoWTimE.,Germany,Protoss,2,3
Sunday May 15 2016,116203,Neeb,United States,Terran,Hydra,Korea Republic of,Zerg,3,1
Sunday May 15 2016,116201,Has,Taiwan,Protoss,Elazer,Poland,Zerg,1,3
Sunday May 15 2016,116202,Nerchio,Poland,Zerg,Scarlett,Canada,Zerg,3,1
Sunday May 15 2016,116206,Bunny,Denmark,Terran,MaSa,Canada,Terran,1,3
Sunday May 15 2016,116207,Cham,Mexico,Zerg,JimRising,Mexico,Zerg,3,1
Sunday May 15 2016,116205,iaguz,Australia,Terran,viOLet,Korea Republic of,Zerg,1,3
Sunday May 15 2016,116208,Polt,Korea Republic of,Terran,Elazer,Poland,Zerg,3,1
Sunday May 15 2016,116209,Nerchio,Poland,Zerg,Neeb,United States,Terran,3,2
Sunday May 15 2016,116210,ShoWTimE.,Germany,Protoss,viOLet,Korea Republic of,Zerg,3,0
Sunday May 15 2016,116211,MaSa,Canada,Terran,Cham,Mexico,Zerg,3,1
Monday May 16 2016,116212,Polt,Korea Republic of,Terran,Nerchio,Poland,Zerg,0,3
Monday May 16 2016,116213,ShoWTimE.,Germany,Protoss,MaSa,Canada,Terran,3,0
Monday May 16 2016,116214,Nerchio,Poland,Zerg,ShoWTimE.,Germany,Protoss,3,4
Monday May 23 2016,112879,uThermal,Netherlands,Terran,TY,Korea Republic of,Terran,1,3
Wednesday June 1 2016,120495,Leenock,Korea Republic of,Zerg,Stats,Korea Republic of,Protoss,1,3
Wednesday June 1 2016,120496,SpeeD.kr,Korea Republic of,Zerg,Trust,Korea Republic of,Protoss,3,2
Wednesday June 1 2016,120497,soO,Korea Republic of,Zerg,HyuN,Korea Republic of,Zerg,3,0
Friday June 3 2016,120500,Trap,Korea Republic of,Protoss,sOs.sc2,Korea Republic of,Protoss,0,3
Friday June 3 2016,120501,Rogue,Korea Republic of,Zerg,Hurricane,Korea Republic of,Protoss,3,1
Friday June 3 2016,120502,Stork,Korea Republic of,Protoss,RagnaroK,Korea Republic of,Protoss,2,3
Wednesday June 8 2016,120505,Symbol,Korea Republic of,Zerg,Patience,Korea Republic of,Protoss,1,3
Wednesday June 8 2016,120506,Soulkey,Korea Republic of,Zerg,Ryung,Korea Republic of,Terran,0,3
Wednesday June 8 2016,120507,MyuNgSiK,Korea Republic of,Protoss,Jjakji,Korea Republic of,Terran,3,1
Friday June 10 2016,120510,HerO,Korea Republic of,Protoss,Pet,Korea Republic of,Zerg,3,2
Friday June 10 2016,120511,Seed,Korea Republic of,Protoss,Sorry,Korea Republic of,Terran,3,2
Friday June 10 2016,120512,Dark.Sc2,Korea Republic of,Zerg,INnoVation,Korea Republic of,Terran,3,2
Wednesday June 15 2016,120515,aLive,Korea Republic of,Terran,Billowy,Korea Republic of,Protoss,3,1
Wednesday June 15 2016,120516,DepartureSC2,Korea Republic of,Zerg,Armani,Korea Republic of,Zerg,3,2
Wednesday June 15 2016,120517,Classic,Korea Republic of,Protoss,BrAvO,Korea Republic of,Terran,3,2
Friday June 17 2016,120520,Forte,Korea Republic of,Terran,ByuN,Korea Republic of,Terran,0,3
Friday June 17 2016,120521,DongRaeGu,Korea Republic of,Zerg,GuMiho,Korea Republic of,Terran,0,3
Friday June 17 2016,120522,Journey,Korea Republic of,Terran,MC,Korea Republic of,Protoss,2,3
Wednesday June 22 2016,120525,Super.SC2,Korea Republic of,Protoss,Bomber,Korea Republic of,Terran,3,1
Wednesday June 22 2016,120526,Solar,Korea Republic of,Zerg,Hush,Korea Republic of,Protoss,3,2
Wednesday June 22 2016,120527,Reality,Korea Republic of,Terran,Maru,Korea Republic of,Terran,0,3
Wednesday July 6 2016,128374,Zest,Korea Republic of,Protoss,MC,Korea Republic of,Protoss,1,2
Wednesday July 6 2016,128375,GuMiho,Korea Republic of,Terran,Solar,Korea Republic of,Zerg,2,1
Wednesday July 6 2016,128376,MC,Korea Republic of,Protoss,GuMiho,Korea Republic of,Terran,0,2
Wednesday July 6 2016,128377,Zest,Korea Republic of,Protoss,Solar,Korea Republic of,Zerg,2,1
Wednesday July 6 2016,128366,Snute,Norway,Zerg,Scythe,Norway,Terran,2,0
Wednesday July 6 2016,128367,SortOf,Sweden,Zerg,SolO.no,Norway,Zerg,2,1
Wednesday July 6 2016,128369,Bunny,Denmark,Terran,SpaceMarine,Denmark,Protoss,2,1
Wednesday July 6 2016,128368,Namshar,Sweden,Zerg,LilleKanin,Denmark,Terran,2,1
Wednesday July 6 2016,128371,Namshar,Sweden,Zerg,Bunny,Denmark,Terran,0,3
Wednesday July 6 2016,128370,Snute,Norway,Zerg,SortOf,Sweden,Zerg,3,0
Wednesday July 6 2016,128373,SortOf,Sweden,Zerg,Namshar,Sweden,Zerg,3,2
Wednesday July 6 2016,128372,Snute,Norway,Zerg,Bunny,Denmark,Terran,3,4
Friday July 8 2016,128379,Cure,Korea Republic of,Terran,Stats,Korea Republic of,Protoss,0,2
Friday July 8 2016,128380,HerO,Korea Republic of,Protoss,MyuNgSiK,Korea Republic of,Protoss,0,2
Friday July 8 2016,128381,Stats,Korea Republic of,Protoss,MyuNgSiK,Korea Republic of,Protoss,0,2
Friday July 8 2016,128382,Cure,Korea Republic of,Terran,HerO,Korea Republic of,Protoss,2,0
Wednesday July 13 2016,128384,Losira,Korea Republic of,Zerg,ByuN,Korea Republic of,Terran,2,0
Wednesday July 13 2016,128385,Classic,Korea Republic of,Protoss,Seed,Korea Republic of,Protoss,2,0
Thursday July 14 2016,129437,Dark.Sc2,Korea Republic of,Zerg,Trust,Korea Republic of,Protoss,2,0
Thursday July 14 2016,129438,aLive,Korea Republic of,Terran,Zest,Korea Republic of,Protoss,0,2
Thursday July 14 2016,129439,Dark.Sc2,Korea Republic of,Zerg,Zest,Korea Republic of,Protoss,2,1
Thursday July 14 2016,129440,Trust,Korea Republic of,Protoss,aLive,Korea Republic of,Terran,2,1
Thursday July 14 2016,129441,Zest,Korea Republic of,Protoss,Trust,Korea Republic of,Protoss,2,1
Friday July 15 2016,128389,Taeja,Korea Republic of,Terran,RagnaroK,Korea Republic of,Protoss,0,2
Friday July 15 2016,129676,Rail,Russian Federation,Protoss,TLO,Germany,Zerg,1,3
Friday July 15 2016,128390,Maru,Korea Republic of,Terran,soO,Korea Republic of,Zerg,2,1
Friday July 15 2016,129677,SpeCial.Sc2,Mexico,Terran,SortOf,Sweden,Zerg,2,3
Friday July 15 2016,128391,RagnaroK,Korea Republic of,Protoss,Maru,Korea Republic of,Terran,0,2
Friday July 15 2016,128392,Taeja,Korea Republic of,Terran,soO,Korea Republic of,Zerg,2,1
Friday July 15 2016,129678,Nerchio,Poland,Zerg,PtitDrogo,France,Protoss,3,1
Friday July 15 2016,128393,RagnaroK,Korea Republic of,Protoss,Taeja,Korea Republic of,Terran,1,2
Friday July 15 2016,129679,ShoWTimE.,Germany,Protoss,Elazer,Poland,Zerg,3,2
Friday July 15 2016,129680,Vortix,Spain,Zerg,Reynor,Italy,Zerg,2,3
Friday July 15 2016,129681,Lilbow.Sc2,France,Protoss,Snute,Norway,Zerg,0,3
Friday July 15 2016,129682,Hydra,Korea Republic of,Zerg,Neeb,United States,Terran,0,3
Friday July 15 2016,129683,Stephano,France,Zerg,MarineLorD,France,Terran,0,3
Saturday July 16 2016,129684,TLO,Germany,Zerg,SortOf,Sweden,Zerg,1,3
Saturday July 16 2016,129685,Nerchio,Poland,Zerg,ShoWTimE.,Germany,Protoss,3,2
Saturday July 16 2016,129686,Reynor,Italy,Zerg,Snute,Norway,Zerg,0,3
Saturday July 16 2016,129687,Neeb,United States,Terran,MarineLorD,France,Terran,0,3
Saturday July 16 2016,129688,SortOf,Sweden,Zerg,Nerchio,Poland,Zerg,1,3
Saturday July 16 2016,129689,Snute,Norway,Zerg,MarineLorD,France,Terran,0,3
Saturday July 16 2016,129690,Nerchio,Poland,Zerg,MarineLorD,France,Terran,4,0
Wednesday July 20 2016,128394,TY,Korea Republic of,Terran,Impact,Korea Republic of,Zerg,2,0
Wednesday July 20 2016,128395,Super.SC2,Korea Republic of,Protoss,sOs.sc2,Korea Republic of,Protoss,1,2
Thursday July 21 2016,129442,Stats,Korea Republic of,Protoss,Bomber,Korea Republic of,Terran,2,1
Friday July 22 2016,128399,Dream,Korea Republic of,Terran,Ryung,Korea Republic of,Terran,2,0
Friday July 22 2016,128400,aLive,Korea Republic of,Terran,Rogue,Korea Republic of,Zerg,1,2
Friday July 22 2016,128401,Dream,Korea Republic of,Terran,Ryung,Korea Republic of,Terran,0,2
Friday July 22 2016,128402,Ryung,Korea Republic of,Terran,aLive,Korea Republic of,Terran,2,0
Wednesday July 27 2016,128404,herO.kr,Korea Republic of,Protoss,Hurricane,Korea Republic of,Protoss,2,0
Wednesday July 27 2016,128405,DepartureSC2,Korea Republic of,Zerg,Dark.Sc2,Korea Republic of,Zerg,0,2
Wednesday July 27 2016,128406,herO.kr,Korea Republic of,Protoss,Dark.Sc2,Korea Republic of,Zerg,2,0
Wednesday July 27 2016,128407,Hurricane,Korea Republic of,Protoss,DepartureSC2,Korea Republic of,Zerg,2,1
Thursday July 28 2016,134607,PtitDrogo,France,Protoss,MaSa,Canada,Terran,1,3
Thursday July 28 2016,134606,ShoWTimE.,Germany,Protoss,iAsonu,China,Zerg,3,1
Thursday July 28 2016,134608,Neeb,United States,Terran,TooDming,China,Zerg,3,0
Thursday July 28 2016,134609,Hydra,Korea Republic of,Zerg,EnDerr,Philippines,Zerg,3,0
Thursday July 28 2016,129447,Solar,Korea Republic of,Zerg,Super.SC2,Korea Republic of,Protoss,2,1
Thursday July 28 2016,129448,ByuN,Korea Republic of,Terran,Classic,Korea Republic of,Protoss,2,1
Thursday July 28 2016,129449,Solar,Korea Republic of,Zerg,ByuN,Korea Republic of,Terran,2,1
Thursday July 28 2016,129450,Super.SC2,Korea Republic of,Protoss,Classic,Korea Republic of,Protoss,1,2
Thursday July 28 2016,129451,ByuN,Korea Republic of,Terran,Classic,Korea Republic of,Protoss,1,2
Friday July 29 2016,134610,Snute,Norway,Zerg,uThermal,Netherlands,Terran,0,3
Friday July 29 2016,134611,Elazer,Poland,Zerg,puCK,United States,Protoss,3,1
Friday July 29 2016,134612,viOLet,Korea Republic of,Zerg,Has,Taiwan,Protoss,3,1
Friday July 29 2016,134613,Nerchio,Poland,Zerg,Cyan,China,Protoss,3,1
Friday July 29 2016,134614,ShoWTimE.,Germany,Protoss,MaSa,Canada,Terran,3,2
Friday July 29 2016,128409,Dear,Korea Republic of,Protoss,Patience,Korea Republic of,Protoss,2,0
Friday July 29 2016,128410,ByuL,Korea Republic of,Zerg,SpeeD.kr,Korea Republic of,Zerg,2,0
Friday July 29 2016,128411,Dear,Korea Republic of,Protoss,ByuL,Korea Republic of,Zerg,0,2
Saturday July 30 2016,134615,Neeb,United States,Terran,Hydra,Korea Republic of,Zerg,3,0
Saturday July 30 2016,134616,uThermal,Netherlands,Terran,Elazer,Poland,Zerg,3,1
Saturday July 30 2016,134617,viOLet,Korea Republic of,Zerg,Nerchio,Poland,Zerg,3,2
Saturday July 30 2016,134618,ShoWTimE.,Germany,Protoss,Neeb,United States,Terran,0,3
Saturday July 30 2016,134619,uThermal,Netherlands,Terran,viOLet,Korea Republic of,Zerg,3,2
Sunday July 31 2016,134620,Neeb,United States,Terran,uThermal,Netherlands,Terran,2,4
Thursday August 4 2016,129452,Patience,Korea Republic of,Protoss,Cure,Korea Republic of,Terran,2,1
Thursday August 4 2016,129453,Reality,Korea Republic of,Terran,TY,Korea Republic of,Terran,0,2
Thursday August 4 2016,129454,Patience,Korea Republic of,Protoss,TY,Korea Republic of,Terran,2,1
Thursday August 4 2016,129455,Cure,Korea Republic of,Terran,Reality,Korea Republic of,Terran,0,2
Thursday August 4 2016,129456,TY,Korea Republic of,Terran,Reality,Korea Republic of,Terran,2,0
Wednesday August 10 2016,135804,Zest,Korea Republic of,Protoss,Ryung,Korea Republic of,Terran,1,2
Wednesday August 10 2016,135805,Taeja,Korea Republic of,Terran,herO.kr,Korea Republic of,Protoss,0,2
Friday August 12 2016,135815,Hydra,Korea Republic of,Zerg,Welmu,Finland,Protoss,2,3
Friday August 12 2016,135816,Has,Taiwan,Protoss,MaNa,Poland,Protoss,2,3
Friday August 12 2016,135809,ShoWTimE.,Germany,Protoss,HeRoMaRinE,Germany,Terran,2,3
Friday August 12 2016,135824,uThermal,Netherlands,Terran,Serral,Finland,Zerg,3,1
Friday August 12 2016,135810,Cham,Mexico,Zerg,MarineLorD,France,Terran,1,3
Friday August 12 2016,135814,Harstem,Netherlands,Protoss,iaguz,Australia,Terran,3,2
Friday August 12 2016,135818,SortOf,Sweden,Zerg,TooDming,China,Zerg,1,3
Friday August 12 2016,135818,SortOf,Sweden,Zerg,TooDming,China,Zerg,1,3
Friday August 12 2016,135821,Nerchio,Poland,Zerg,Semper,Canada,Terran,3,1
Friday August 12 2016,135813,Snute,Norway,Zerg,TRUE,Korea Republic of,Zerg,0,3
Saturday August 13 2016,135811,viOLet,Korea Republic of,Zerg,Kelazhur,Brazil,Terran,1,3
Saturday August 13 2016,135817,Polt,Korea Republic of,Terran,ShadoWn,France,Protoss,3,1
Saturday August 13 2016,135820,PtitDrogo,France,Protoss,Bunny,Denmark,Terran,3,1
Saturday August 13 2016,135819,Elazer,Poland,Zerg,iAsonu,China,Zerg,3,2
Saturday August 13 2016,135822,puCK,United States,Protoss,Scarlett,Canada,Zerg,0,3
Saturday August 13 2016,135823,Neeb,United States,Terran,PiLiPiLi,Kazakhstan,Protoss,3,0
Saturday August 13 2016,135829,Polt,Korea Republic of,Terran,TooDming,China,Zerg,3,0
Saturday August 13 2016,135830,Elazer,Poland,Zerg,PtitDrogo,France,Protoss,2,3
Saturday August 13 2016,135826,viOLet,Korea Republic of,Zerg,SpeCial.Sc2,Mexico,Terran,1,3
Saturday August 13 2016,135825,HeRoMaRinE,Germany,Terran,MarineLorD,France,Terran,3,2
Saturday August 13 2016,135827,TRUE,Korea Republic of,Zerg,Harstem,Netherlands,Protoss,3,0
Saturday August 13 2016,135831,Nerchio,Poland,Zerg,Scarlett,Canada,Zerg,2,3
Saturday August 13 2016,135828,Welmu,Finland,Protoss,MaNa,Poland,Protoss,3,0
Saturday August 13 2016,135832,Neeb,United States,Terran,uThermal,Netherlands,Terran,3,1
Saturday August 13 2016,135833,HeRoMaRinE,Germany,Terran,SpeCial.Sc2,Mexico,Terran,3,1
Sunday August 14 2016,135834,TRUE,Korea Republic of,Zerg,Welmu,Finland,Protoss,3,0
Sunday August 14 2016,135835,Polt,Korea Republic of,Terran,PtitDrogo,France,Protoss,3,2
Sunday August 14 2016,135837,HeRoMaRinE,Germany,Terran,TRUE,Korea Republic of,Zerg,1,3
Sunday August 14 2016,135838,Polt,Korea Republic of,Terran,Neeb,United States,Terran,3,1
Sunday August 14 2016,135839,TRUE,Korea Republic of,Zerg,Polt,Korea Republic of,Terran,4,1
Wednesday August 17 2016,137352,Dear,Korea Republic of,Protoss,ByuL,Korea Republic of,Zerg,2,0
Wednesday August 17 2016,137353,MyuNgSiK,Korea Republic of,Protoss,Maru,Korea Republic of,Terran,2,1
Wednesday August 17 2016,137354,Dear,Korea Republic of,Protoss,MyuNgSiK,Korea Republic of,Protoss,0,2
Wednesday August 17 2016,137355,ByuL,Korea Republic of,Zerg,Maru,Korea Republic of,Terran,0,2
Wednesday August 17 2016,137356,Dear,Korea Republic of,Protoss,Maru,Korea Republic of,Terran,2,0
Friday August 19 2016,137357,TY,Korea Republic of,Terran,Rogue,Korea Republic of,Zerg,2,0
Friday August 19 2016,137358,GuMiho,Korea Republic of,Terran,Classic,Korea Republic of,Protoss,2,1
Friday August 19 2016,137359,TY,Korea Republic of,Terran,GuMiho,Korea Republic of,Terran,2,1
Friday August 19 2016,137360,Rogue,Korea Republic of,Zerg,Classic,Korea Republic of,Protoss,0,2
Friday August 19 2016,137361,GuMiho,Korea Republic of,Terran,Classic,Korea Republic of,Protoss,2,1
Wednesday August 24 2016,138137,herO.kr,Korea Republic of,Protoss,sOs.sc2,Korea Republic of,Protoss,0,3
Wednesday August 24 2016,138138,MyuNgSiK,Korea Republic of,Protoss,GuMiho,Korea Republic of,Terran,3,2
Friday August 26 2016,142104,STEPHANO.sc2,Tunisia,,STATIC.sc2,South Africa,,2,0
Friday August 26 2016,142104,STEPHANO.sc2,Tunisia,,STATIC.sc2,South Africa,,2,0
Friday August 26 2016,142107,STATIC.sc2,South Africa,,ELGOLDEN,Syrian Arab Republic,,2,0
Friday August 26 2016,142106,STEPHANO.sc2,Tunisia,,AEGYWYNN,Turkey,,2,0
Friday August 26 2016,142105,ELGOLDEN,Syrian Arab Republic,,AEGYWYNN,Turkey,,0,2
Friday August 26 2016,142103,AEGYWYNN,Turkey,,STATIC.sc2,South Africa,,2,0
Friday August 26 2016,138139,Ryung,Korea Republic of,Terran,ByuN,Korea Republic of,Terran,2,3
Friday August 26 2016,138140,Dear,Korea Republic of,Protoss,TY,Korea Republic of,Terran,3,2
Saturday August 27 2016,142123,DRAGER,South Africa,,AEGYWYNN,Turkey,,3,1
Saturday August 27 2016,142125,AEGYWYNN,Turkey,,Zerghamdi,Turkey,Zerg,1,3
Wednesday August 31 2016,138141,sOs.sc2,Korea Republic of,Protoss,MyuNgSiK,Korea Republic of,Protoss,4,1
Saturday September 10 2016,138143,sOs.sc2,Korea Republic of,Protoss,ByuN,Korea Republic of,Terran,1,4
Sunday September 11 2016,139323,Dark.Sc2,Korea Republic of,Zerg,Solar,Korea Republic of,Zerg,3,4
Sunday September 25 2016,140354,ByuN,Korea Republic of,Terran,Dark.Sc2,Korea Republic of,Zerg,2,3
Sunday September 25 2016,140355,Solar,Korea Republic of,Zerg,sOs.sc2,Korea Republic of,Protoss,3,1
Sunday September 25 2016,140356,Dark.Sc2,Korea Republic of,Zerg,Solar,Korea Republic of,Zerg,3,2
Tuesday September 27 2016,142812,Zest,Korea Republic of,Protoss,ByuN,Korea Republic of,Terran,2,1
Tuesday September 27 2016,142813,Neeb,United States,Terran,Rogue,Korea Republic of,Zerg,2,0
Tuesday September 27 2016,142814,Zest,Korea Republic of,Protoss,Neeb,United States,Terran,0,2
Tuesday September 27 2016,142815,ByuN,Korea Republic of,Terran,Rogue,Korea Republic of,Zerg,2,0
Tuesday September 27 2016,142816,Zest,Korea Republic of,Protoss,ByuN,Korea Republic of,Terran,2,0
Wednesday September 28 2016,142817,herO.kr,Korea Republic of,Protoss,Pet,Korea Republic of,Zerg,1,2
Wednesday September 28 2016,142818,TRUE,Korea Republic of,Zerg,TY,Korea Republic of,Terran,0,2
Wednesday September 28 2016,142819,Pet,Korea Republic of,Zerg,TY,Korea Republic of,Terran,0,2
Wednesday September 28 2016,142820,herO.kr,Korea Republic of,Protoss,TRUE,Korea Republic of,Zerg,0,2
Wednesday September 28 2016,142821,Pet,Korea Republic of,Zerg,TRUE,Korea Republic of,Zerg,2,1
Thursday September 29 2016,142822,Stats,Korea Republic of,Protoss,Solar,Korea Republic of,Zerg,2,1
Thursday September 29 2016,142823,MarineLorD,France,Terran,Trap,Korea Republic of,Protoss,0,2
Thursday September 29 2016,142824,Stats,Korea Republic of,Protoss,Trap,Korea Republic of,Protoss,2,0
Thursday September 29 2016,142825,Solar,Korea Republic of,Zerg,MarineLorD,France,Terran,2,0
Thursday September 29 2016,142826,Trap,Korea Republic of,Protoss,Solar,Korea Republic of,Zerg,2,0
Friday September 30 2016,142827,Maru,Korea Republic of,Terran,Patience,Korea Republic of,Protoss,1,2
Friday September 30 2016,142828,Nerchio,Poland,Zerg,Classic,Korea Republic of,Protoss,2,0
Friday September 30 2016,142829,Patience,Korea Republic of,Protoss,Nerchio,Poland,Zerg,2,0
Friday September 30 2016,142830,Maru,Korea Republic of,Terran,Classic,Korea Republic of,Protoss,2,1
Friday September 30 2016,142831,Nerchio,Poland,Zerg,Maru,Korea Republic of,Terran,1,2
Thursday October 6 2016,143590,IBIMarine,Spain,,ShoWTimE.,Germany,Protoss,0,2
Thursday October 6 2016,143590,IBIMarine,Spain,,ShoWTimE.,Germany,Protoss,0,2
Thursday October 6 2016,143588,Harstem,Netherlands,Protoss,Beastyqt,Serbia,Terran,1,2
Thursday October 6 2016,143583,IBIMarine,Spain,,Beastyqt,Serbia,Terran,0,2
Thursday October 6 2016,143587,ShoWTimE.,Germany,Protoss,Dayshi.sc2,France,Terran,1,2
Thursday October 6 2016,143589,IBIMarine,Spain,,Dayshi.sc2,France,Terran,0,2
Thursday October 6 2016,143584,ShoWTimE.,Germany,Protoss,Harstem,Netherlands,Protoss,2,1
Thursday October 6 2016,143585,Beastyqt,Serbia,Terran,Dayshi.sc2,France,Terran,2,0
Thursday October 6 2016,143581,ShoWTimE.,Germany,Protoss,Beastyqt,Serbia,Terran,1,2
Thursday October 6 2016,143586,IBIMarine,Spain,,Harstem,Netherlands,Protoss,0,2
Thursday October 6 2016,143596,Serral,Finland,Zerg,Bly,Ukraine,Zerg,2,1
Thursday October 6 2016,143595,Namshar,Sweden,Zerg,GungFuBanda,Germany,Protoss,2,1
Thursday October 6 2016,143597,Revolver,Russian Federation,Zerg,GungFuBanda,Germany,Protoss,0,2
Thursday October 6 2016,143593,Serral,Finland,Zerg,Namshar,Sweden,Zerg,1,2
Thursday October 6 2016,143599,Serral,Finland,Zerg,GungFuBanda,Germany,Protoss,2,0
Thursday October 6 2016,143598,Bly,Ukraine,Zerg,Namshar,Sweden,Zerg,1,2
Thursday October 6 2016,143591,Revolver,Russian Federation,Zerg,Namshar,Sweden,Zerg,0,2
