293447,DRAGER,Has,0,2
293401,MaSa,Neeb,1,2
293430,Maru,SpeCial.Sc2,2,0
293442,RiSky.Sc2,Elazer,0,2
293417,MaNa,StriKE.th,2,0
293412,Lambo,Replicant,2,0
293402,Harstem,msrm,2,0
293397,Serral,MaSa,2,0
293448,RiSky.Sc2,Sioras,2,0
293449,Dark.Sc2,Has,2,0
293429,Crimson,Demi,1,2
293424,Maru,puCK,2,0
293419,Lobo,StriKE.th,2,0
293418,Lambo,Souleer,2,0
293404,ShoWTimE.,msrm,2,0
293403,Serral,Neeb,0,2
294288,Mamba (Swiss),TOP*,3,5
294289,soO,Zest,5,2
294164,Classic,PartinG,3,4
294163,PartinG,GuMiho,3,2
294162,Classic,Impact,3,2
294050,EnigmA.ru,Friend,2,0
294049,Friend,Couguar,2,1
294048,Hellraiser,EnigmA.ru,2,0
294047,EnigmA.ru,Friend,2,0
294046,Hellraiser,Couguar,2,1
294192,Skillous,Namshar,0,2
294191,MarineLorD,AqueroN,2,1
294193,GungFuBanda,Denver,3,1
294194,MarineLorD,Namshar,3,2
294190,souL,Denver,0,2
294189,GungFuBanda,uThermal,2,0
294195,GungFuBanda,MarineLorD,3,1
292421,Rogue,soO,2,0
292420,GuMiho,soO,0,2
292419,TY,Rogue,2,0
292418,soO,Rogue,0,2
292417,TY,GuMiho,2,0
294184,GAMETIME,CalebAracous,3,1
294183,Future,Disk,3,1
294182,Cuddlebear,Bioice,3,0
294181,Astrea,Vindicta,3,1
294089,uThermal,Minato,2,0
294093,uThermal,Ziggy,0,2
294091,uThermal,Skillous,0,2
294094,Skillous,Minato,2,0
294092,Minato,Ziggy,1,2
294090,Ziggy,Skillous,2,1
292403,Maru,Impact,2,1
292402,Patience,Impact,1,2
292401,Maru,Bunny.kr,1,2
292400,Bunny.kr,Patience,2,1
292399,Maru,Impact,2,0
294173,Rath,Barks,3,0
294072,Namshar,Gerald,2,0
294071,TLO,souL,0,2
294070,Gerald,souL,0,2
294069,TLO,Namshar,2,1
294068,souL,Namshar,2,1
294067,TLO,Gerald,0,2
294038,MindelVK,Brat_OK,0,2
294036,Bly,Brat_OK,2,0
294037,MindelVK,AllHailLulu,2,0
294035,AllHailLulu,Brat_OK,0,2
294034,Bly,MindelVK,2,0
293146,Denver,Clem,2,1
293147,MarineLorD,Clem,2,1
293145,MarineLorD,goblin,2,0
293149,MarineLorD,Denver,2,1
293148,goblin,Denver,0,2
293150,Clem,goblin,2,0
293385,XY - Stc2,Rushcrazy,3,0
293528,herO.kr,TY,4,2
293386,MacSed,Xigua,2,3
293526,INnoVation,herO.kr,1,3
293384,Xigua,Rushcrazy,0,3
293527,TY,Zest,3,1
293383,XY - Stc2,MacSed,3,0
293522,INnoVation,Stats,2,1
293525,Zest,Creator,2,0
293515,FarmY,Stats,0,2
293524,TY,MC,2,0
293523,soO,herO.kr,1,2
293139,Nerchio,AqueroN,1,2
293141,Nerchio,GungFuBanda,0,2
290507,MarineLorD,DnS,2,3
290510,Clem,ShinO.fr,3,0
293140,Kas,GungFuBanda,0,2
293142,AqueroN,Kas,2,1
293144,GungFuBanda,AqueroN,2,0
290508,ShadoWn,Denver,1,3
293023,starkiller.us,TheZergLord,5,3
292543,YouNai.cn,Apologize.cn,0,1
292571,缘如燕芳,MacSed,2,1
292569,明娜小姐,缘如燕芳,0,2
292566,Cloudy.,缘如燕芳,2,0
292565,明娜小姐,Xigua,0,2
292533,hickok,YouNai.cn,1,0
292556,缘如燕芳,Xigua,1,2
292555,Bistork,BreaKingGG,0,2
292554,Cloudy.,MacSed,0,2
292553,Rushcrazy,hickok,2,0
292551,XY - Stc2,Firefly.sc2,2,0
292549,hickok,Apologize.cn,1,0
292558,Cloudy.,BreaKingGG,0,2
292993,soO,Stats,4,2
292992,Stats,Dark.Sc2,3,1
292991,herO.kr,soO,1,3
291984,GTKung,Stephen.au,0,2
291983,Deity.ca,mLty,2,0
292990,Dark.Sc2,Solar,3,1
292989,Stats,Neeb,3,0
292988,Serral,soO,2,3
292987,Dear,herO.kr,0,3
292986,TY,Solar,0,3
292984,Neeb,RagnaroK,3,0
292982,Zest,soO,0,3
292548,Rushcrazy,SilkySC2,1,0
292546,XY - Stc2,Apologize.cn,2,0
292547,Firefly.sc2,YouNai.cn,2,1
292980,herO.kr,Trap,3,0
292535,SilkySC2,XY - Stc2,1,2
292534,Apologize.cn,Firefly.sc2,1,2
292550,SilkySC2,YouNai.cn,2,0
292536,Rushcrazy,YouNai.cn,2,1
292552,Rushcrazy,Apologize.cn,1,2
292535,SilkySC2,XY - Stc2,1,2
292552,Rushcrazy,Apologize.cn,1,2
292550,SilkySC2,YouNai.cn,2,0
292542,Firefly.sc2,SilkySC2,2,1
292541,hickok,XY - Stc2,1,2
292540,Rushcrazy,Firefly.sc2,2,0
292539,Apologize.cn,SilkySC2,0,2
292538,YouNai.cn,XY - Stc2,0,2
292537,hickok,Firefly.sc2,1,2
292536,Rushcrazy,YouNai.cn,2,1
292928,uThermal,Dear,0,2
292927,Bunny.kr,TY,2,0
292929,Scarlett,soO,0,2
292922,soO,uThermal,2,0
292923,Dear,TY,2,0
292921,Bunny.kr,Scarlett,1,2
292917,uThermal,Scarlett,2,0
292915,Bunny.kr,Dear,0,2
292916,TY,soO,2,1
292926,soO,Dear,0,2
292924,Bunny.kr,uThermal,1,2
292925,Scarlett,TY,0,2
292918,Bunny.kr,soO,2,1
292920,TY,uThermal,2,1
292919,Dear,Scarlett,0,2
292914,Solar,RagnaroK,0,2
292913,Rogue,GuMiho,0,2
292912,Serral,INnoVation,1,2
292902,Rogue,Solar,1,2
292901,INnoVation,RagnaroK,1,2
292900,Serral,GuMiho,2,1
292905,INnoVation,Rogue,0,2
292904,GuMiho,Solar,1,2
292903,Serral,RagnaroK,2,1
292908,GuMiho,INnoVation,2,0
292906,Serral,Solar,2,1
292908,GuMiho,INnoVation,2,0
292909,Serral,Rogue,2,0
292910,Solar,INnoVation,2,1
292911,RagnaroK,GuMiho,2,0
292962,Darroweve,Phoman,2,1
292963,zUP,Skruffy,1,2
292964,StekepaNNe,Darroweve,0,2
292965,Skruffy,Darroweve,1,2
292966,HeltEn,Darroweve,2,0
292961,Heat.sc2,Skruffy,0,2
292960,HeltEn,Eiki,1,2
292959,zUP,Eiki,0,2
292958,HeltEn,StekepaNNe,2,0
292957,Phoman,Eiki,0,2
292956,zUP,Darroweve,2,0
292955,Skruffy,StekepaNNe,0,2
292954,HeltEn,Nimzo,2,0
292967,Eiki,HeltEn,3,1
292557,明娜小姐,MacSed,0,2
292574,明娜小姐,Cloudy.,0,2
292573,明娜小姐,Bistork,1,0
292572,Xigua,BreaKingGG,2,0
292570,Cloudy.,Bistork,1,0
292568,BreaKingGG,MacSed,0,2
292567,Xigua,Bistork,1,0
292562,Cloudy.,Xigua,0,2
292561,明娜小姐,BreaKingGG,0,2
292560,Bistork,缘如燕芳,2,0
292559,MacSed,Xigua,0,2
292788,Neeb,Leenock,2,0
292795,Maru,Lambo,2,0
292794,Neeb,Dark.Sc2,0,2
292787,Dark.Sc2,Maru,0,2
292796,Leenock,Trap,1,2
292793,Trap,Lambo,0,2
292786,Lambo,Leenock,1,2
292791,Neeb,Maru,2,1
292783,Dark.Sc2,Trap,2,0
292784,Maru,Leenock,1,2
292790,Lambo,Dark.Sc2,0,2
292785,Neeb,Trap,0,2
292772,Creator,herO.kr,1,2
292773,Patience,SpeCial.Sc2,0,2
292763,Zest,Stats,1,2
292789,Trap,Maru,2,0
292782,Neeb,Lambo,2,1
292792,Leenock,Dark.Sc2,1,2
292766,SpeCial.Sc2,Zest,1,2
292775,Stats,Creator,2,0
292761,Patience,herO.kr,0,2
292765,herO.kr,Stats,0,2
292770,Patience,Zest,1,2
292762,SpeCial.Sc2,Creator,2,1
292768,Creator,Zest,0,2
292769,herO.kr,SpeCial.Sc2,2,0
292767,Patience,Stats,0,2
292771,Stats,SpeCial.Sc2,2,1
292774,Zest,herO.kr,2,0
292764,Patience,Creator,2,0
291798,Uzikoti,hinO,5,0
288326,Jettorix,Swaghar,0,1
292702,Hunta,Sinner,2,0
292707,CalebAracous,Sinner,1,0
292706,Hunta,Cuddlebear,0,2
292705,Sinner,Cuddlebear,0,1
292703,Cuddlebear,CalebAracous,2,0
292704,Hunta,CalebAracous,1,2
290822,AqueroN,Marsman,2,5
292524,Vindicta,Disk,0,2
292523,PengWin,WarreN,1,2
292522,Disk,WarreN,2,0
292521,PengWin,Vindicta,0,2
292523,PengWin,WarreN,1,2
292522,Disk,WarreN,2,0
292627,Gerald,ArT.Sc2,0,3
292626,ArT.Sc2,Ziggy,3,0
292625,Rodzyn,Gerald,0,3
292623,Ziggy,Gremory,2,0
292622,Gerald,BluE.pl,2,0
291793,LIGHTWEIGHT,Friend,0,2
291991,Barks,Cucciolo,0,2
291992,Stillfly,ReedSnowe,2,1
291993,Barks,Stillfly,2,0
291981,starkiller.us,Uzikoti,2,4
291989,Stillfly,Barks,0,2
291990,ReedSnowe,Cucciolo,0,2
291980,Mamba (Swiss),Uzikoti,1,3
291979,starkiller.us,Pacomike,3,0
291796,Couguar,LIGHTWEIGHT,2,0
291794,Couguar,Friend,1,2
291795,MODEUS.sc2,LIGHTWEIGHT,0,2
291792,Couguar,MODEUS.sc2,2,0
290823,Bomber,Has,2,5
291929,uThermal,Kelazhur,2,0
291928,Harstem,Denver,2,0
291930,Harstem,uThermal,1,2
291931,Denver,Kelazhur,1,2
291932,Harstem,Kelazhur,1,2
290569,Sandro,ArT.Sc2,0,2
290568,Gerald,Gremory,2,0
290567,ArT.Sc2,Gremory,2,0
290571,Gremory,Sandro,2,0
290566,Gerald,Sandro,2,0
290570,Gerald,ArT.Sc2,1,2
290573,BluE.pl,Ziggy,0,2
290572,Rodzyn,Miszu,2,0
290574,Rodzyn,Ziggy,2,0
290575,Miszu,BluE.pl,1,2
290576,Rodzyn,BluE.pl,1,2
290577,Ziggy,Miszu,2,0
291790,Krr,SoulSpirit,0,3
291789,Demi,SoulSpirit,2,3
291787,SoulSpirit,Clem,0,2
291788,Krr,Clem,0,2
291786,Krr,Demi,2,0
291718,Bee.Sc2,Minato,2,1
291716,Bee.Sc2,AllHailLulu,0,2
291717,GhostHell,Minato,0,2
291715,Minato,AllHailLulu,0,2
291714,Bee.Sc2,GhostHell,2,0
290683,Patience,Zest,2,1
290681,Patience,Rogue,0,2
290682,Zest,aLive,2,0
290680,aLive,Rogue,0,2
290679,Zest,Patience,1,2
290551,Bly,Harstem,4,5
290670,ZipperTheFly,Basset,1,0
290672,Vanya,Basset,1,0
290673,Rinkokonoe,Vanya,1,2
290671,Rinkokonoe,ZipperTheFly,0,2
290669,Vanya,Rinkokonoe,1,2
290736,INnoVation,soO,3,2
290731,Impact,Stats,0,2
290735,Creator,soO,0,2
290734,INnoVation,Stats,2,1
290733,soO,RagnaroK,2,1
290732,Leenock,Creator,1,2
290730,INnoVation,PenguiN,2,0
290639,EterNaL.sc2,TechFour,2,1
290635,EterNaL.sc2,TechFour,2,0
290636,Murk.us,Megabearcub,0,2
290637,EterNaL.sc2,Megabearcub,0,2
290638,TechFour,Murk.us,2,0
290504,SoulSpirit,NoCti,3,1
290502,Denver,arrogfire,3,1
290506,ShinO.fr,Rom,3,2
290500,DnS,YoGo,3,0
290485,KeeN,Nice.SC2,2,0
290484,Nice.SC2,Firefly.sc2,2,0
290483,KeeN,Solar,0,2
290481,Nice.SC2,KeeN,1,2
290482,Firefly.sc2,Solar,0,2
290356,TIME.sc2,Kelazhur,2,0
290355,Silky,Kelazhur,0,2
290354,TIME.sc2,Astrea,0,2
290353,Kelazhur,Astrea,0,2
290352,TIME.sc2,Silky,2,1
290321,Zest,Rogue,5,4
290319,Zest,soO,4,2
290074,Serral,Harstem,2,0
290073,GungFuBanda,Harstem,1,2
290072,Serral,Rail,2,1
290076,Harstem,Rail,1,2
290075,Rail,GungFuBanda,2,1
289093,Rogue,Stats,4,3
289092,Stats,SortOf,3,1
289091,Rogue,Cure,3,2
290215,puCK,Epic.SC2,2,0
290218,puCK,MCanning,2,1
290217,MCanning,Epic.SC2,2,0
290214,Neeb,MCanning,2,0
290216,Neeb,puCK,2,1
290070,DnS,ShoWTimE.,0,2
290314,KeeN,Impact,2,3
290068,DnS,Elazer,0,2
290069,ShoWTimE.,Hellraiser,2,1
290067,Elazer,Hellraiser,2,0
290308,Zest,TRUE,3,2
290066,ShoWTimE.,DnS,0,2
290316,Bunny.kr,soO,1,3
290317,Bly,Rogue,1,3
290312,aLive,Rogue,1,3
290310,soO,MC,3,0
290204,Impact,FanTaSy,2,1
290203,FanTaSy,Leenock,2,0
290202,TY,Impact,2,0
290201,Impact,Leenock,2,0
290200,TY,FanTaSy,2,0
290190,Probe,Firefly.sc2,2,0
290189,Firefly.sc2,Coffee,2,1
290188,MaSa,Probe,2,1
290187,Coffee,Probe,1,2
290186,MaSa,Firefly.sc2,2,1
290064,HeRoMaRinE,HateMe,2,0
290063,HateMe,uThermal,2,0
290062,Lambo,HeRoMaRinE,2,1
290061,uThermal,HeRoMaRinE,1,2
290060,Lambo,HateMe,2,0
290156,Kas,Namshar,0,3
289031,Creator,Hurricane,2,0
289028,Hurricane,Rogue,0,2
289025,Hurricane,soO,0,2
290155,MeomaikA,Namshar,0,2
289022,Hurricane,herO.kr,0,2
290154,TRUE,Kas,2,0
289030,Creator,Rogue,1,1
289023,Rogue,soO,0,2
290153,Namshar,Kas,0,2
289029,soO,herO.kr,0,2
289026,herO.kr,Rogue,0,2
290152,MeomaikA,TRUE,1,2
289024,Creator,herO.kr,0,2
289027,Creator,soO,0,2
290082,SpeCial.Sc2,Cham,1,2
290081,Cham,Rex,2,0
290080,SpeCial.Sc2,Scarlett,1,2
290079,Scarlett,Rex,2,0
290078,SpeCial.Sc2,Cham,2,0
290058,Namshar,PtitDrogo,0,2
290057,PtitDrogo,MaNa,2,0
290056,Reynor,Namshar,2,1
290055,MaNa,Namshar,1,2
290054,Reynor,PtitDrogo,2,0
289254,INnoVation,Creator,2,0
289253,Creator,Hurricane,2,1
289252,soO,INnoVation,2,1
289251,Hurricane,INnoVation,0,2
289250,soO,Creator,2,1
289951,Pacomike,Mamba (Swiss),1,5
289020,Trust,Bly,0,2
289016,Impact,Bly,1,1
289014,Trust,Impact,1,1
289013,Bly,Zest,1,1
289019,Zest,Impact,1,1
289017,Trust,Zest,1,1
289015,Cure,Zest,0,2
289021,Trust,Cure,2,0
289248,herO.kr,Scarlett,2,1
289012,Cure,Impact,0,2
289247,RagnaroK,Scarlett,0,2
289018,Cure,Bly,1,1
289246,Maru,herO.kr,2,0
289245,Scarlett,herO.kr,1,2
289244,Maru,RagnaroK,2,0
289006,TRUE,souL,2,0
289002,Patience,TRUE,0,2
289004,KeeN,TRUE,2,0
289009,Bunny.kr,TRUE,1,1
289007,KeeN,Bunny.kr,0,2
289003,souL,Bunny.kr,1,1
289011,KeeN,Patience,1,1
289005,Patience,Bunny.kr,0,2
289008,Patience,souL,2,0
289010,KeeN,souL,2,0
288992,aLive,SortOf,0,2
289001,Ziggy,aLive,0,2
288997,Ziggy,Solar,0,2
288994,Ziggy,SortOf,1,1
289000,Ziggy,MC,0,2
288993,MC,Solar,1,1
288996,SortOf,MC,0,2
288998,aLive,MC,2,0
288995,aLive,Solar,1,1
288999,Solar,SortOf,2,0
289071,Rize,MeomaikA,1,2
289074,Seither,HuT,2,0
289066,Probe,Pezz,2,0
289082,Demi,Crimson,2,1
288317,Has,Firefly.sc2,1,2
288314,PSiArc,Firefly.sc2,0,2
288308,Has,PSiArc,2,0
288312,Has,puCK,0,2
288310,puCK,Firefly.sc2,2,0
288274,Zanster,HateMe,0,2
288272,ShoWTimE.,Zanster,2,0
288273,HateMe,SortOf,2,1
288271,Zanster,SortOf,2,1
288270,ShoWTimE.,HateMe,2,0
288330,Bomber,Firefly.sc2,5,0
288331,TRUE,Future,5,4
288306,TLO,Silky.us,1,2
288304,Coffee,TLO,2,1
288305,Seither,Silky.us,0,2
288327,Mandelino,Chris.sc2,3,1
288303,TLO,Silky.us,2,0
288302,Seither,Coffee,0,2
288268,Namshar,SoulSpirit,2,0
288266,Serral,Namshar,2,0
288267,SoulSpirit,Ziggy,2,1
288265,Namshar,Ziggy,2,0
288264,Serral,SoulSpirit,2,0
288336,Solar,Bunny.kr,1,2
288335,PartinG,Bunny.kr,1,2
288334,sOs.sc2,Solar,2,1
288333,Bunny.kr,Solar,0,2
288332,sOs.sc2,PartinG,2,1
288299,JonSnow,Astrea,0,2
288294,MaSa,JonSnow,2,0
288297,Astrea,MeomaikA,2,0
288292,JonSnow,MeomaikA,2,1
288290,MaSa,Astrea,2,1
288262,DnS,souL,2,0
288260,Reynor,DnS,2,0
288261,souL,MarineLorD,2,0
288259,DnS,souL,2,1
288258,Reynor,MarineLorD,2,0
288736,Nerchio,Gerald,1,3
288735,Gerald,EnigmA.ru,3,0
288031,MC,Cure,0,2
288734,Bee.Sc2,Nerchio,2,1
288030,Stats,Cure,1,2
288733,Nerchio,EnigmA.ru,2,0
288732,Gerald,Bee.Sc2,0,2
288029,MC,GuMiho,0,2
288028,Cure,GuMiho,1,2
288027,Stats,MC,0,2
288324,Probe,Disk,2,1
288322,TIME.sc2,Probe,2,1
288323,Disk,Future,2,1
288321,Probe,Future,2,0
288320,TIME.sc2,Disk,2,0
288256,Kas,PtitDrogo,0,2
288254,GungFuBanda,Kas,2,0
288255,Nerchio,PtitDrogo,0,2
288253,PtitDrogo,Kas,0,2
288252,Nerchio,GungFuBanda,0,2
288025,Trap,TRUE,2,1
288024,TRUE,Losira,2,1
288023,Classic,Trap,2,0
288022,Losira,Trap,1,2
288021,Classic,TRUE,2,1
288185,goblin,Reynor,2,3
288183,goblin,Bly,2,3
288184,Reynor,Clem,2,0
288182,Bly,Clem,2,1
288181,Reynor,goblin,1,2
287025,MarineLorD,PtitDrogo,1,4
287024,PtitDrogo,ShadoWn,3,0
287023,MarineLorD,Clem,3,1
287914,souL,goblin,2,4
287913,goblin,Namshar,3,2
287912,souL,Bly,3,1
287814,Neeb,JimRising,2,0
287818,Rex,JimRising,2,0
287817,JimRising,GogojOey,2,1
287816,Neeb,Rex,2,0
287815,GogojOey,Rex,1,2
287812,Denver,Hellraiser,1,2
287810,Lambo,Denver,2,1
287811,Gerald,Hellraiser,0,2
287808,Lambo,Gerald,2,0
287809,Denver,Hellraiser,2,1
287896,soO,TY,5,2
284068,Ravage,Swaghar,0,2
284067,Ravage,Kunamatata,2,0
284066,Swaghar,Mandelino,0,2
287806,Cham,Vindicta,2,1
284065,Mandelino,Kunamatata,2,0
287804,Kelazhur,Cham,2,0
284064,Ravage,Swaghar,1,2
287803,Cham,Demi,2,0
287802,Kelazhur,Vindicta,2,1
287800,Harstem,Starbuck,2,1
287798,Elazer,Harstem,2,1
287797,Harstem,Starbuck,2,0
287796,Elazer,Brat_OK,2,0
287766,Dear,Trust,2,1
287765,Trust,KeeN,2,0
287764,Dark.Sc2,Dear,2,1
287763,KeeN,Dear,0,2
287762,Dark.Sc2,Trust,2,0
287441,Scarlett,ExpecT.sc2,2,0
287440,ExpecT.sc2,Epic.SC2,2,0
287439,Scarlett,PiLiPiLi,2,0
287442,PiLiPiLi,Epic.SC2,0,2
287431,Skillous,HeRoMaRinE,0,2
287430,HeRoMaRinE,ShadoWn,2,1
287429,Skillous,MaNa,0,2
287428,MaNa,ShadoWn,2,1
287427,HeRoMaRinE,Skillous,1,2
287443,ExpecT.sc2,Epic.SC2,1,2
287437,Erik,MCanning,1,2
287435,SpeCial.Sc2,Erik,2,0
287434,Erik,TooDming,2,0
287433,SpeCial.Sc2,MCanning,2,1
287397,Rail,Bly,2,1
287436,MCanning,TooDming,2,0
287395,uThermal,Rail,2,1
287396,goblin,Bly,0,2
287394,Bly,Rail,0,2
287393,uThermal,goblin,2,1
287137,Barks,GraViTy.sc2,2,0
287288,Matiz,TerraN,3,5
287135,Kugel,GraViTy.sc2,2,0
287134,EterNaL.sc2,Barks,2,1
287020,ShinO.fr,Clem,1,3
286908,soO,INnoVation,4,5
286909,FanTaSy,Zest,4,2
287021,Denver,PtitDrogo,1,3
287022,ShadoWn,DnS,3,1
286694,Velcia,Megabearcub,0,2
284630,starkiller.us,PracticeX,5,3
287019,MarineLorD,SoulSpirit,3,0
284631,MaSa,Astrea,5,1
286907,INnoVation,Zest,4,0
286906,FanTaSy,soO,2,4
282865,Epic.SC2,Astrea,3,4
282863,Cuddlebear,Epic.SC2,1,3
282864,Raze.Sc2 (US),Astrea,2,3
283826,Kelazhur,GuMiho,3,1
283825,Cure,Zest,2,5
283823,Cure,Kelazhur,4,2
283824,GuMiho,Zest,2,4
281683,YoGo,Indy,1,4
281684,RotterdaM,Alex007,4,1
281682,Alex007,Indy,0,4
286691,Namshar,Clem,3,0
281681,RotterdaM,YoGo,2,4
286689,PtitDrogo,Namshar,2,3
286690,Clem,goblin,3,2
286686,DnS,Namshar,1,3
284085,INnoVation,Trap,2,0
286687,Clem,FeaR.SC2,3,0
284084,Prince.kr,soO,0,2
284083,Trap,soO,0,2
284082,Prince.kr,INnoVation,0,2
284087,soO,INnoVation,1,2
284086,Prince.kr,Trap,0,2
286082,Eliteslayer,mLty,1,2
286191,InZane,FeaR.SC2,2,1
286186,souL,goblin,0,2
286187,DnS,FeaR.SC2,2,0
286195,InZane,souL,1,2
286187,DnS,FeaR.SC2,2,0
286190,goblin,DnS,2,1
286189,souL,FeaR.SC2,0,2
286188,InZane,goblin,0,2
286193,FeaR.SC2,goblin,0,2
284079,Zest,Rogue,2,0
284078,FanTaSy,TY,2,0
284077,Rogue,TY,0,2
284076,FanTaSy,Zest,2,0
284081,TY,Zest,0,2
284080,FanTaSy,Rogue,0,2
286080,ReVolt.sc2,Eliteslayer,2,1
286081,Aidan,mLty,0,2
286079,mLty,Eliteslayer,1,2
286078,ReVolt.sc2,Aidan,2,0
286177,Namshar,Denver,0,2
286194,InZane,DnS,0,2
286194,InZane,DnS,0,2
286184,Guru,Namshar,2,1
286181,Guru,Denver,0,2
286179,PtitDrogo,Denver,2,0
286178,Guru,Clem,2,0
286183,Denver,Clem,1,2
286182,PtitDrogo,Namshar,1,2
286180,Clem,Namshar,0,2
286176,PtitDrogo,Clem,2,1
286175,FeaR.SC2,Guru,1,3
286174,PenguiN,Guru,0,2
286173,Brat_OK,FeaR.SC2,0,2
286172,Guru,Bee.Sc2,2,0
286171,Beastyqt,PenguiN,0,2
286170,FeaR.SC2,Healer,2,1
286169,Brat_OK,Vanya,2,0
286076,SMD.sc2,ReedSnowe,0,2
286072,Cucciolo,ReedSnowe,2,0
286073,BHen,SMD.sc2,0,2
284094,TIME.sc2,Firefly.sc2,4,0
284095,Coffee,TooDming,3,1
284093,Firefly.sc2,TooDming,3,1
284092,TIME.sc2,Coffee,3,0
284091,Xigua,TooDming,2,3
284088,Cloudy.,TIME.sc2,2,3
284089,Coffee,wanted.sc2,3,0
284090,Firefly.sc2,BreaKingGG,3,2
284074,hiohu,Chris.sc2,0,2
284073,Primetime,Chris.sc2,0,2
284072,hiohu,Jettorix,0,2
284070,hiohu,Primetime,2,0
