Date,Id,Player1,Player2,Score1,Score2
Sunday December 9 2018,279076,PartinG,Zanster,2,3
Sunday December 9 2018,279077,Bunny.kr,Zanster,4,1
Sunday December 9 2018,276779,DRAGER,StatiC,4,0
Sunday December 9 2018,279280,aLive,Rogue,2,0
Sunday December 9 2018,279281,ByuN,TRUE,2,0
Sunday December 9 2018,279282,TIME.sc2,Rogue,0,2
Sunday December 9 2018,279283,aLive,TRUE,2,0
Sunday December 9 2018,279284,Rogue,ByuN,0,2
Sunday December 9 2018,279285,TIME.sc2,TRUE,2,0
Sunday December 9 2018,279286,aLive,ByuN,1,2
Sunday December 9 2018,279287,TRUE,Rogue,2,0
Sunday December 9 2018,279288,TIME.sc2,ByuN,0,2
Sunday December 9 2018,279289,TIME.sc2,aLive,1,2
Sunday December 9 2018,279255,Elazer,souL,5,2
Sunday December 9 2018,279255,Elazer,souL,5,2
Sunday December 9 2018,279292,Reynor,DnS,1,2
Sunday December 9 2018,279298,souL,Kelazhur,0,2
Sunday December 9 2018,279299,goblin,GungFuBanda,0,2
Sunday December 9 2018,279305,Harstem,Namshar,1,2
Sunday December 9 2018,279304,MaNa,Bly,2,0
Monday December 10 2018,279383,Serral,Enpo,3,0
Monday December 10 2018,274842,Sandro,NiBemben,2,1
Monday December 10 2018,279384,Satiini,TheMusZero,0,3
Monday December 10 2018,274848,Kamyh,HaPe,1,2
Monday December 10 2018,279391,WoodedMicrob,Fagballs,3,0
Monday December 10 2018,274873,Nephyr,Igorten,0,2
Monday December 10 2018,274854,Tocon,Saiyan.pl,2,0
Monday December 10 2018,279390,Haspe,Mirzo.fi,3,0
Monday December 10 2018,279394,Enpo,Haspe,3,0
Monday December 10 2018,274872,Ziomek,Juggernaut,2,0
Monday December 10 2018,279294,DnS,Rail,0,2
Monday December 10 2018,279295,Reynor,Clem,1,2
Monday December 10 2018,274866,KoYa,Meldior,1,2
Monday December 10 2018,279307,Bly,Harstem,1,2
Monday December 10 2018,274860,niceq,RezoX,2,0
Monday December 10 2018,274830,Samael,Flux.pl,2,0
Monday December 10 2018,274836,FrShDante,Heisswasser,2,0
Monday December 10 2018,279306,MaNa,Namshar,1,2
Monday December 10 2018,279301,souL,goblin,2,0
Monday December 10 2018,279300,Kelazhur,GungFuBanda,2,0
Tuesday December 11 2018,276661,JimRising,Jarppi,3,0
Tuesday December 11 2018,276662,Cham,Silky.us,3,1
Tuesday December 11 2018,276665,Cham,Astrea,2,3
Tuesday December 11 2018,279222,Bunny.kr,TRUE,2,0
Tuesday December 11 2018,279223,uThermal,Zest,2,0
Tuesday December 11 2018,279225,TRUE,Zest,0,2
Tuesday December 11 2018,279224,Bunny.kr,uThermal,2,0
Tuesday December 11 2018,279226,uThermal,Zest,0,2
Tuesday December 11 2018,279392,Protosser,Saint.fi,3,0
Tuesday December 11 2018,279393,Blodir,Hymy,2,3
Tuesday December 11 2018,279385,ZhuGeLiang,Mixu,3,0
Tuesday December 11 2018,279386,Alluton,PuPu,2,3
Wednesday December 12 2018,279789,Denver,Reynor,0,2
Wednesday December 12 2018,279790,MaNa,MarineLorD,2,1
Wednesday December 12 2018,279791,Cyan,Reynor,0,2
Wednesday December 12 2018,279792,Denver,MarineLorD,2,0
Wednesday December 12 2018,279793,Reynor,MaNa,0,2
Wednesday December 12 2018,279795,Denver,MaNa,2,0
Wednesday December 12 2018,279796,MarineLorD,Reynor,2,0
Wednesday December 12 2018,279797,Cyan,MaNa,0,2
Wednesday December 12 2018,279798,Cyan,Denver,0,2
Wednesday December 12 2018,279794,Cyan,MarineLorD,1,2
Wednesday December 12 2018,279809,Taeja,Zanster,2,0
Wednesday December 12 2018,277683,Solar,Trap,3,4
Wednesday December 12 2018,279810,Creator,Cure,0,2
Wednesday December 12 2018,279812,Zanster,Creator,0,2
Wednesday December 12 2018,277682,Rogue,Dark.Sc2,4,1
Wednesday December 12 2018,279811,Taeja,Cure,0,2
Wednesday December 12 2018,279813,Taeja,Creator,2,0
Wednesday December 12 2018,279396,Mixu,Protosser,3,2
Wednesday December 12 2018,279397,Alluton,Hymy,3,2
Wednesday December 12 2018,279802,Bly,Harstem,1,2
Wednesday December 12 2018,279799,Bly,HeRoMaRinE,2,0
Wednesday December 12 2018,279399,Mixu,Alluton,1,3
Wednesday December 12 2018,279806,Harstem,HeRoMaRinE,1,2
Wednesday December 12 2018,279398,Enpo,WoodedMicrob,3,2
Wednesday December 12 2018,279801,GungFuBanda,HeRoMaRinE,1,2
Wednesday December 12 2018,279803,HeRoMaRinE,Brat_OK,1,2
Wednesday December 12 2018,279808,GungFuBanda,Bly,2,1
Wednesday December 12 2018,279800,Brat_OK,Harstem,0,2
Wednesday December 12 2018,279804,GungFuBanda,Harstem,0,2
Wednesday December 12 2018,279805,Bly,Brat_OK,2,0
Wednesday December 12 2018,279807,GungFuBanda,Brat_OK,2,0
Thursday December 13 2018,279952,GungFuBanda,Beastyqt,2,1
Thursday December 13 2018,279953,RotterdaM,Denver,0,2
Thursday December 13 2018,279955,GungFuBanda,Denver,0,2
Thursday December 13 2018,279953,RotterdaM,Denver,0,2
Thursday December 13 2018,279959,GungFuBanda,RotterdaM,2,0
Thursday December 13 2018,279957,Denver,Beastyqt,2,0
Thursday December 13 2018,279956,RotterdaM,Clem,1,2
Thursday December 13 2018,279955,GungFuBanda,Denver,0,2
Thursday December 13 2018,279954,Beastyqt,Clem,0,2
Thursday December 13 2018,279958,GungFuBanda,Clem,2,1
Friday December 14 2018,280023,Hellraiser,DnS,1,2
Friday December 14 2018,280025,Bly,DnS,1,2
Friday December 14 2018,280031,Bly,MarineLorD,0,2
Friday December 14 2018,280032,Bly,Hellraiser,2,0
Friday December 14 2018,280028,Bly,Ziggy,2,1
Friday December 14 2018,280027,DnS,MarineLorD,1,2
Friday December 14 2018,280029,Hellraiser,MarineLorD,0,2
Friday December 14 2018,280024,MarineLorD,Ziggy,2,0
Friday December 14 2018,280026,Hellraiser,Ziggy,2,0
Friday December 14 2018,280030,Ziggy,DnS,1,2
Friday December 14 2018,280001,Maplez,Awers,0,3
Friday December 14 2018,279996,Vanya,Denver,1,3
Friday December 14 2018,279997,domickc,AcE,3,1
Friday December 14 2018,279998,Raze.Sc2 (US),Guru,2,3
Saturday December 15 2018,279999,Future,FireFoX.fr,3,0
Saturday December 15 2018,276660,MaSa,Future,3,0
Saturday December 15 2018,276664,MaSa,JimRising,3,2
Saturday December 15 2018,276667,Kelazhur,Astrea,3,1
Saturday December 15 2018,276639,Neeb,SpeCial.Sc2,3,2
Saturday December 15 2018,279387,Serral,TheMusZero,3,0
Saturday December 15 2018,279388,ZhuGeLiang,PuPu,3,1
Saturday December 15 2018,279401,TheMusZero,Alluton,3,0
Saturday December 15 2018,280105,Bunny.kr,TIME.sc2,3,2
Saturday December 15 2018,277685,aLive,Rogue,2,4
Saturday December 15 2018,279400,PuPu,Enpo,3,2
Saturday December 15 2018,277263,Revolver,Cyan,0,3
Saturday December 15 2018,277264,Rail,Arctur,3,0
Saturday December 15 2018,279402,PuPu,TheMusZero,3,1
Saturday December 15 2018,280112,Cure,Bunny.kr,2,3
Saturday December 15 2018,280112,Cure,Bunny.kr,2,3
Saturday December 15 2018,280114,INnoVation,Solar,0,3
Saturday December 15 2018,280111,Trap,FanTaSy,3,1
Saturday December 15 2018,279389,Serral,ZhuGeLiang,3,1
Saturday December 15 2018,280115,ByuN,Trap,0,3
Saturday December 15 2018,280109,Solar,soO,3,0
Saturday December 15 2018,279403,ZhuGeLiang,PuPu,3,1
Saturday December 15 2018,279404,Serral,ZhuGeLiang,4,1
Saturday December 15 2018,280000,Rob.sc2,goblin,2,3
Saturday December 15 2018,279256,Lambo,Clem,5,2
Saturday December 15 2018,279995,Bly,PenguiN,3,1
Saturday December 15 2018,280002,ShoWTimE.,starkiller.us,3,0
Saturday December 15 2018,279238,Silky.us,MaSa,0,2
Saturday December 15 2018,279232,TLO,puCK,2,0
Sunday December 16 2018,279296,DnS,Clem,2,1
Sunday December 16 2018,279257,Solar,Creator,1,5
Sunday December 16 2018,277266,Revolver,Arctur,0,3
Sunday December 16 2018,277265,Cyan,Rail,1,3
Sunday December 16 2018,277687,Rogue,Trap,5,3
Sunday December 16 2018,280195,MC,TOP*,5,2
Sunday December 16 2018,280003,Bly,Denver,1,3
Sunday December 16 2018,280224,ToczaMan,Hannibal.pl,4,0
Sunday December 16 2018,280005,Future,goblin,3,1
Sunday December 16 2018,280197,Kas,MarineLorD,2,3
Sunday December 16 2018,280204,goblin,MarineLorD,0,3
Sunday December 16 2018,280006,Awers,ShoWTimE.,0,3
Sunday December 16 2018,280225,Damrud,Tocon,4,3
Sunday December 16 2018,280198,MaNa,TLO,3,1
Sunday December 16 2018,280007,Denver,Guru,2,3
Sunday December 16 2018,280205,MaNa,Harstem,3,2
Sunday December 16 2018,280008,Future,ShoWTimE.,0,3
Sunday December 16 2018,280009,Guru,ShoWTimE.,0,4
Sunday December 16 2018,280201,Bly,Elazer,3,1
Sunday December 16 2018,280206,uThermal,Bly,3,1
Monday December 17 2018,280202,Clem,GungFuBanda,2,1
Monday December 17 2018,280207,Clem,Denver,2,3
Monday December 17 2018,280230,Rodzyn,Sevnin,2,0
Monday December 17 2018,280231,Ziomek,NiBemben,0,2
Monday December 17 2018,280232,Angry.pl,Tocon,2,1
Monday December 17 2018,280271,Cham,Kas,0,2
Monday December 17 2018,280280,ShoWTimE.,Cham,2,1
Monday December 17 2018,280274,Cham,MaNa,1,2
Monday December 17 2018,280279,ShoWTimE.,Guru,2,0
Monday December 17 2018,280276,ShoWTimE.,MaNa,2,0
Monday December 17 2018,280277,Cham,Guru,2,0
Monday December 17 2018,280278,MaNa,Kas,2,0
Monday December 17 2018,280233,ArT.Sc2,Meldior,2,0
Monday December 17 2018,280236,DaNa,HaPe,2,0
Monday December 17 2018,280235,Sandro,Juggernaut,2,0
Monday December 17 2018,280234,Guru,Samael,2,0
Monday December 17 2018,280237,Ziggy,niceq,2,0
Monday December 17 2018,280272,Guru,MaNa,0,2
Monday December 17 2018,280275,Kas,Guru,2,0
Tuesday December 18 2018,280273,ShoWTimE.,Kas,2,0
Tuesday December 18 2018,276666,Scarlett,MaSa,1,3
Tuesday December 18 2018,276668,MaSa,Kelazhur,2,3
Tuesday December 18 2018,280107,aLive,Creator,3,2
Tuesday December 18 2018,280302,souL,Reynor,2,1
Tuesday December 18 2018,280305,Brat_OK,souL,0,2
Tuesday December 18 2018,280306,Gerald,Reynor,2,1
Tuesday December 18 2018,280307,Rail,souL,2,1
Tuesday December 18 2018,280308,Reynor,Brat_OK,2,0
Tuesday December 18 2018,280309,Gerald,souL,2,0
Tuesday December 18 2018,280310,Gerald,Rail,0,2
Tuesday December 18 2018,280303,Gerald,Brat_OK,2,1
Tuesday December 18 2018,280301,Rail,Brat_OK,2,1
Wednesday December 19 2018,280304,Rail,Reynor,1,2
Wednesday December 19 2018,280339,PtitDrogo,Denver,3,2
Wednesday December 19 2018,280340,Solar,uThermal,0,3
Wednesday December 19 2018,280341,Bunny.kr,MaNa,3,0
Wednesday December 19 2018,280342,Trap,MarineLorD,3,1
Wednesday December 19 2018,280620,INnoVation,Dark.Sc2,5,6
Wednesday December 19 2018,280343,PtitDrogo,uThermal,0,3
Wednesday December 19 2018,280344,Bunny.kr,Trap,2,3
Wednesday December 19 2018,280345,uThermal,Trap,1,3
Thursday December 20 2018,280578,Cloudy.,BreaKingGG,2,0
Thursday December 20 2018,280579,Jieshi (Mystery),Xigua,2,0
Thursday December 20 2018,280580,Cloudy.,Xigua,2,1
Thursday December 20 2018,280581,BreaKingGG,Jieshi (Mystery),2,1
Thursday December 20 2018,280582,Cloudy.,Jieshi (Mystery),2,1
Thursday December 20 2018,280583,Xigua,BreaKingGG,2,0
Thursday December 20 2018,280584,奉天大帅张作霖,XY - Stc2,0,2
Thursday December 20 2018,280585,我妻由乃,MATH.cn,1,2
Thursday December 20 2018,280586,奉天大帅张作霖,MATH.cn,0,2
Thursday December 20 2018,280587,XY - Stc2,我妻由乃,2,0
Thursday December 20 2018,280588,奉天大帅张作霖,我妻由乃,0,2
Thursday December 20 2018,280589,MATH.cn,XY - Stc2,1,2
Thursday December 20 2018,280593,Firefly.sc2,Apologize,2,0
Thursday December 20 2018,280594,Rushcrazy,Apologize,1,2
Thursday December 20 2018,280595,Cyan,Firefly.sc2,2,1
Thursday December 20 2018,280592,Rushcrazy,Cyan,0,2
Thursday December 20 2018,280593,Firefly.sc2,Apologize,2,0
Thursday December 20 2018,280594,Rushcrazy,Apologize,1,2
Thursday December 20 2018,280595,Cyan,Firefly.sc2,2,1
Thursday December 20 2018,280596,TIME.sc2,hickok,2,0
Thursday December 20 2018,280597,TooDming,MacSed,0,2
Thursday December 20 2018,280598,TIME.sc2,MacSed,2,1
Thursday December 20 2018,280599,hickok,TooDming,0,2
Thursday December 20 2018,280600,TIME.sc2,TooDming,2,0
Thursday December 20 2018,280693,Gerald,Bly,1,3
Thursday December 20 2018,280699,DnS,Kas,3,1
Thursday December 20 2018,280701,MarineLorD,Reynor,0,3
Thursday December 20 2018,280702,Rail,MaNa,2,3
Thursday December 20 2018,280695,GungFuBanda,Reynor,0,3
Thursday December 20 2018,280697,MaNa,Clem,3,0
Thursday December 20 2018,280705,MaNa,DnS,3,2
Thursday December 20 2018,280706,Reynor,MaNa,3,0
Thursday December 20 2018,280700,ShoWTimE.,Bly,3,1
Thursday December 20 2018,280700,ShoWTimE.,Bly,3,1
Thursday December 20 2018,280704,ShoWTimE.,Reynor,0,3
Friday December 21 2018,276669,SpeCial.Sc2,Kelazhur,3,0
Friday December 21 2018,280810,FLY JINAIR,SO WHAT,4,2
Friday December 21 2018,276670,Neeb,SpeCial.Sc2,4,2
Friday December 21 2018,280811,OUR GOAL,FLY JINAIR,4,3
Friday December 21 2018,280874,Guru,LaussPompka,2,0
Friday December 21 2018,280875,RainBowek,Sweter,0,2
Friday December 21 2018,280876,Guru,Sweter,2,0
Friday December 21 2018,280893,niceq,PAPI,0,2
Friday December 21 2018,280886,Gerald,wenez,2,0
Friday December 21 2018,280887,Damrud,Pidiiinne,1,0
Friday December 21 2018,280888,Gerald,Damrud,2,0
Friday December 21 2018,280889,wenez,Pidiiinne,1,0
Friday December 21 2018,280892,Rodzyn,Tocon,0,2
Friday December 21 2018,280881,BluE.pl,SoBoTeK,2,0
Friday December 21 2018,280882,HaPe,BluE.pl,1,2
Friday December 21 2018,280880,ArT.Sc2,HaPe,0,1
Friday December 21 2018,280877,LaussPompka,RainBowek,2,0
Friday December 21 2018,280883,ArT.Sc2,SoBoTeK,2,0
Friday December 21 2018,280894,Tocon,PAPI,0,2
Friday December 21 2018,280895,Rodzyn,niceq,2,0
Friday December 21 2018,280884,HaPe,ArT.Sc2,0,2
Friday December 21 2018,280890,wenez,Damrud,2,1
Friday December 21 2018,280896,Tocon,Rodzyn,0,2
Friday December 21 2018,280901,BluE.pl,LaussPompka,2,1
Friday December 21 2018,280900,PAPI,wenez,2,0
Friday December 21 2018,280899,Guru,ArT.Sc2,1,2
Friday December 21 2018,280898,Gerald,Rodzyn,1,2
Friday December 21 2018,280902,Rodzyn,ArT.Sc2,3,1
Friday December 21 2018,280903,PAPI,BluE.pl,2,3
Friday December 21 2018,280904,Rodzyn,BluE.pl,3,0
Friday December 21 2018,280905,ArT.Sc2,PAPI,2,0
Friday December 21 2018,280962,Bly,souL,2,3
Friday December 21 2018,280964,PiG,ElementFini,2,0
Friday December 21 2018,280965,Nathanias,ZombieGrub,1,2
Friday December 21 2018,280964,PiG,ElementFini,2,0
Friday December 21 2018,280962,Bly,souL,2,3
Friday December 21 2018,280960,Reynor,Bly,3,2
Friday December 21 2018,280959,goblin,Bly,0,3
Friday December 21 2018,280966,PiG,ZombieGrub,2,0
Friday December 21 2018,280968,ZombieGrub,Nathanias,0,2
Friday December 21 2018,280961,souL,goblin,3,0
Saturday December 22 2018,278549,sleepCOW,BuRning.sc,0,2
Saturday December 22 2018,278548,GhostHell,JEROS,2,0
Saturday December 22 2018,278547,Roundabout,BuRning.sc,0,2
Saturday December 22 2018,278546,ChelliShe,sleepCOW,0,2
Saturday December 22 2018,278545,JEROS,SunSet.sc2,2,0
Saturday December 22 2018,281088,Awers,ZipperTheFly,3,0
Saturday December 22 2018,281089,Hellraiser,GhostHell,3,0
Saturday December 22 2018,281100,herO.kr,soO,2,1
Saturday December 22 2018,281101,FanTaSy,Zest,1,2
Saturday December 22 2018,281102,INnoVation,PartinG,2,0
Saturday December 22 2018,281103,Impact,TY,0,2
Saturday December 22 2018,281086,Bly,BuRning.sc,3,0
Saturday December 22 2018,281087,DIMAGA,Kas,3,2
Saturday December 22 2018,281088,Awers,ZipperTheFly,3,0
Saturday December 22 2018,281089,Hellraiser,GhostHell,3,0
Saturday December 22 2018,281105,INnoVation,TY,0,2
Saturday December 22 2018,281093,BuRning.sc,Kas,0,2
Saturday December 22 2018,281094,ZipperTheFly,GhostHell,2,0
Saturday December 22 2018,281091,Awers,Hellraiser,0,3
Saturday December 22 2018,281177,SortOf,Hotel,1,2
Saturday December 22 2018,281178,Cure,herO.kr,0,3
Saturday December 22 2018,281176,Alpha.st2,Hurricane,2,1
Saturday December 22 2018,281090,Bly,DIMAGA,3,2
Saturday December 22 2018,281114,DnS,ShoWTimE.,1,3
Saturday December 22 2018,281115,Nerchio,Clem,0,3
Saturday December 22 2018,281181,iNcontroL,Wardi,2,0
Saturday December 22 2018,281117,DnS,Nerchio,3,1
Saturday December 22 2018,281182,JimRising,iNcontroL,2,0
Saturday December 22 2018,281183,Feardragon,Wardi,0,2
Saturday December 22 2018,281118,Clem,DnS,3,0
Sunday December 23 2018,281107,soO,FanTaSy,2,0
Sunday December 23 2018,281109,INnoVation,soO,1,2
Sunday December 23 2018,281095,Awers,Kas,1,2
Sunday December 23 2018,281108,PartinG,Impact,1,0
Sunday December 23 2018,281110,Zest,PartinG,2,0
Sunday December 23 2018,281111,soO,Zest,0,2
Sunday December 23 2018,281096,DIMAGA,ZipperTheFly,2,0
Sunday December 23 2018,281112,herO.kr,Zest,1,2
Sunday December 23 2018,281097,Kas,DIMAGA,2,0
Sunday December 23 2018,281092,Bly,Hellraiser,3,1
Sunday December 23 2018,281098,Hellraiser,Kas,1,3
Sunday December 23 2018,281099,Bly,Kas,4,2
Sunday December 23 2018,281216,Reynor,Clem,3,0
Sunday December 23 2018,281219,Clem,ShoWTimE.,1,2
Sunday December 23 2018,281217,ShoWTimE.,souL,1,3
Sunday December 23 2018,281212,YoGo,Alex007,1,2
Sunday December 23 2018,281214,YoGo,Funka.sc2,2,1
Sunday December 23 2018,281210,YoGo,Emil,2,0
Sunday December 23 2018,281214,YoGo,Funka.sc2,2,1
Sunday December 23 2018,281218,Reynor,souL,4,1
Sunday December 23 2018,281213,Emil,Funka.sc2,0,2
Monday December 24 2018,281272,Nice.SC2,MOMOrning,2,1
Monday December 24 2018,281273,MacSed,YoGer,2,0
Monday December 24 2018,281274,GogojOey,Cell.sc2,2,0
Monday December 24 2018,281275,Dear,naxiN,2,0
Monday December 24 2018,281276,Nice.SC2,MacSed,1,2
Monday December 24 2018,281277,GogojOey,Dear,1,2
Monday December 24 2018,281283,GogojOey,Nice.SC2,2,0
Monday December 24 2018,281278,MacSed,Dear,1,2
Monday December 24 2018,281284,MacSed,GogojOey,2,0
Monday December 24 2018,281285,Dear,MacSed,3,1
Wednesday December 26 2018,281439,Maru,PartinG,2,0
Wednesday December 26 2018,281440,Scarlett,Impact,0,2
Wednesday December 26 2018,281441,Maru,Impact,2,0
Wednesday December 26 2018,281442,PartinG,Scarlett,2,0
Wednesday December 26 2018,281443,Impact,PartinG,0,2
Wednesday December 26 2018,281341,Strange,KingCobra,1,1
Wednesday December 26 2018,281358,Brat_OK,Kas,2,0
Wednesday December 26 2018,281354,Brat_OK,Strange,0,2
Wednesday December 26 2018,281355,KingCobra,Kas,0,2
Wednesday December 26 2018,281350,Brat_OK,KingCobra,2,0
Wednesday December 26 2018,281345,Kas,Strange,0,2
Wednesday December 26 2018,281347,EnigmA.ru,KingCobra,2,0
Wednesday December 26 2018,281351,Bee.Sc2,Strange,0,2
Wednesday December 26 2018,281361,Bee.Sc2,EnigmA.ru,2,0
Wednesday December 26 2018,281343,Nerazim,Bee.Sc2,0,2
Wednesday December 26 2018,281342,Brat_OK,EnigmA.ru,1,1
Wednesday December 26 2018,281357,EnigmA.ru,Nerazim,2,0
Wednesday December 26 2018,281340,Kas,Bee.Sc2,1,1
Thursday December 27 2018,281433,Rogue,TY,0,2
Thursday December 27 2018,281434,Dear,SpeCial.Sc2,2,0
Thursday December 27 2018,281435,TY,Dear,1,2
Thursday December 27 2018,281436,Rogue,SpeCial.Sc2,2,0
Thursday December 27 2018,281437,TY,Rogue,2,0
Thursday December 27 2018,281334,Brat_OK,souL,1,1
Thursday December 27 2018,281352,EnigmA.ru,Kas,0,2
Thursday December 27 2018,281349,souL,Kas,2,0
Thursday December 27 2018,281346,Brat_OK,Bee.Sc2,2,0
Thursday December 27 2018,281335,Kas,Nerazim,2,0
Thursday December 27 2018,281359,Strange,souL,2,0
Thursday December 27 2018,281344,souL,KingCobra,2,0
Thursday December 27 2018,281338,Brat_OK,Nerazim,2,0
Thursday December 27 2018,281336,Strange,EnigmA.ru,2,0
Thursday December 27 2018,281356,Bee.Sc2,souL,1,1
Thursday December 27 2018,281348,Nerazim,Strange,0,2
Thursday December 27 2018,281337,KingCobra,Bee.Sc2,1,1
Thursday December 27 2018,281339,souL,EnigmA.ru,1,1
Thursday December 27 2018,281360,KingCobra,Nerazim,2,0
Thursday December 27 2018,281353,Nerazim,souL,0,2
Friday December 28 2018,281427,INnoVation,sOs.sc2,1,2
Friday December 28 2018,281428,Trap,Solar,2,1
Friday December 28 2018,281429,sOs.sc2,Trap,2,0
Friday December 28 2018,281430,INnoVation,Solar,0,2
Friday December 28 2018,281431,Trap,Solar,0,2
Friday December 28 2018,281382,Bly,DIMAGA,2,0
Friday December 28 2018,281372,ArT.Sc2,Skillous,0,2
Friday December 28 2018,281387,DIMAGA,ArT.Sc2,2,0
Friday December 28 2018,281378,Bly,Skillous,2,0
Friday December 28 2018,281368,Couguar,Awers,1,1
Friday December 28 2018,281366,Bly,Vanya,1,1
Friday December 28 2018,281373,Couguar,DIMAGA,2,0
Friday December 28 2018,281362,Bly,ArT.Sc2,2,0
Friday December 28 2018,281367,ArT.Sc2,Stron_Dir,1,1
Friday December 28 2018,281365,Skillous,Awers,1,1
Friday December 28 2018,281389,Awers,Stron_Dir,0,2
Friday December 28 2018,281363,Couguar,Vanya,1,1
Friday December 28 2018,281383,Skillous,Couguar,2,0
Friday December 28 2018,281385,Stron_Dir,Vanya,0,2
Saturday December 29 2018,281755,EruptioN.ro,Swaghar,1,2
Saturday December 29 2018,281752,Lingboy,Jettorix,0,2
Saturday December 29 2018,281753,EruptioN.ro,Jettorix,1,2
Saturday December 29 2018,281754,Swaghar,Lingboy,2,0
Saturday December 29 2018,281755,EruptioN.ro,Swaghar,1,2
Saturday December 29 2018,281527,Supernova,Cham,2,5
Saturday December 29 2018,281886,Disk,Astrea,2,3
Saturday December 29 2018,281875,Yuan,Astrea,1,2
Saturday December 29 2018,281876,Jason,JimRising,0,2
Saturday December 29 2018,281877,Future,Disk,1,2
Saturday December 29 2018,281878,Astrea,JimRising,2,1
Saturday December 29 2018,281879,Disk,Astrea,2,1
Saturday December 29 2018,281880,Daydreamer,Ukko,0,1
Saturday December 29 2018,281881,Zero.ca,Raze.Sc2 (US),0,1
Saturday December 29 2018,281882,JimRising,Ukko,0,1
Saturday December 29 2018,281883,Future,Raze.Sc2 (US),0,1
Saturday December 29 2018,281884,Ukko,Raze.Sc2 (US),0,1
Saturday December 29 2018,281885,Astrea,Raze.Sc2 (US),2,0
Saturday December 29 2018,281421,Zest,TIME.sc2,0,2
Saturday December 29 2018,281885,Astrea,Raze.Sc2 (US),2,0
Saturday December 29 2018,281884,Ukko,Raze.Sc2 (US),0,1
Saturday December 29 2018,281422,soO,Stats,2,0
Saturday December 29 2018,281423,TIME.sc2,soO,1,2
Saturday December 29 2018,281424,Zest,Stats,2,0
Saturday December 29 2018,281425,TIME.sc2,Zest,0,2
Saturday December 29 2018,281388,Skillous,Vanya,0,2
Saturday December 29 2018,281379,Awers,DIMAGA,0,2
Saturday December 29 2018,281374,Bly,Awers,2,0
Saturday December 29 2018,281376,Vanya,DIMAGA,1,1
Saturday December 29 2018,281380,Stron_Dir,Couguar,1,1
Saturday December 29 2018,281384,Awers,ArT.Sc2,0,1
Saturday December 29 2018,281377,ArT.Sc2,Couguar,2,0
Saturday December 29 2018,281375,Stron_Dir,Skillous,1,1
Saturday December 29 2018,281371,Vanya,Awers,1,0
Saturday December 29 2018,281369,DIMAGA,Skillous,0,2
Saturday December 29 2018,281364,DIMAGA,Stron_Dir,1,1
Saturday December 29 2018,281386,Bly,Couguar,2,0
Saturday December 29 2018,281381,Vanya,ArT.Sc2,1,1
Saturday December 29 2018,281633,RotterdaM,Lowko,2,0
Saturday December 29 2018,281370,Bly,Stron_Dir,2,0
Saturday December 29 2018,281629,RotterdaM,Maynarde,2,0
Saturday December 29 2018,281630,Indy,Lowko,2,1
Saturday December 29 2018,281631,RotterdaM,Indy,1,2
Saturday December 29 2018,281632,Maynarde,Lowko,0,2
Sunday December 30 2018,281642,Strange,Stron_Dir,3,0
Sunday December 30 2018,281643,Vanya,souL,2,3
Sunday December 30 2018,281644,Brat_OK,Skillous,1,3
Sunday December 30 2018,281641,TY,Dark.Sc2,3,8
Sunday December 30 2018,281645,Bly,Bee.Sc2,3,1
Sunday December 30 2018,281646,Strange,souL,1,3
Sunday December 30 2018,281647,Skillous,Bly,0,3
Sunday December 30 2018,281648,souL,Bly,4,1
Sunday December 30 2018,281677,PiG,RotterdaM,0,3
Sunday December 30 2018,281678,JimRising,YoGo,3,0
Sunday December 30 2018,281680,Indy,iNcontroL,3,0
Sunday December 30 2018,281679,Alex007,Nathanias,3,0
Tuesday January 1 2019,281685,Stats,Dark.Sc2,5,6
Wednesday January 2 2019,281686,Maru,TY,2,3
Wednesday January 2 2019,281687,Dear,PartinG,2,3
Wednesday January 2 2019,281688,sOs.sc2,Zest,3,0
Wednesday January 2 2019,281689,soO,Solar,3,1
Wednesday January 2 2019,281863,Uzikoti,Light.ro,1,5
Friday January 4 2019,281854,FanTaSy,Dark.Sc2,3,8
Saturday January 5 2019,282016,Trap,Dark.Sc2,6,5
Saturday January 5 2019,282017,Psycopathic,barbarossa.fr,2,0
Saturday January 5 2019,282018,Primetime,Mandelino,0,2
Sunday January 6 2019,282019,Psycopathic,Mandelino,0,2
Sunday January 6 2019,282020,barbarossa.fr,Primetime,0,2
Sunday January 6 2019,282021,Psycopathic,Primetime,1,2
Sunday January 6 2019,281957,MC,SortOf,0,3
Sunday January 6 2019,281956,Bunny.kr,FanTaSy,0,3
Sunday January 6 2019,281958,FanTaSy,SortOf,4,0
Sunday January 6 2019,282142,MacSed,Nerchio,0,2
Sunday January 6 2019,282142,MacSed,Nerchio,0,2
Sunday January 6 2019,282129,Jarppi,Nerchio,0,2
Sunday January 6 2019,282131,ArT.Sc2,Nerchio,2,0
Sunday January 6 2019,282133,Jarppi,Kas,0,2
Sunday January 6 2019,282134,ArT.Sc2,MacSed,1,1
Sunday January 6 2019,282113,Trap,GuMiho,8,3
Sunday January 6 2019,282139,Nerchio,Skillous,1,1
Sunday January 6 2019,282122,Cure,souL,3,1
Sunday January 6 2019,282123,Taeja,Kelazhur,3,1
Sunday January 6 2019,282125,souL,Kelazhur,0,3
Sunday January 6 2019,282126,Taeja,Kelazhur,0,3
Sunday January 6 2019,282141,Kas,Skillous,1,1
