Date,Id,Player1,Player2,Score1,Score2
Saturday December 8 2012,16919,[SKT],[STX],4,3
Sunday December 9 2012,16915,[Woongjin],[CJ],1,4
Saturday December 22 2012,16917,[KHAN],[KT],1,4
Wednesday May 1 2013,13969,Fenix,Minigun,1,2
Wednesday May 1 2013,13967,Apocalypse,Fenix,2,0
Wednesday May 1 2013,13981,Alicia,Maker.,2,0
Wednesday May 1 2013,13969,Fenix,Minigun,1,2
Wednesday May 1 2013,13968,NesTea,Apocalypse,2,0
Wednesday May 1 2013,13966,Minigun,NesTea,0,2
Thursday May 2 2013,13947,HerO,SpeCial.Sc2,2,0
Thursday May 2 2013,13948,KiLLeR,HerO,0,2
Thursday May 2 2013,13949,aLive,SpeCial.Sc2,2,0
Thursday May 2 2013,13950,KiLLeR,aLive,0,2
Thursday May 2 2013,13946,KiLLeR,aLive,2,1
Sunday May 5 2013,14155,puCK,ViBE,2,1
Sunday May 5 2013,14156,Maker.,Minigun,0,2
Sunday May 5 2013,14157,puCK,Minigun,2,1
Sunday May 5 2013,14158,ViBE,Maker.,1,2
Sunday May 5 2013,14159,Minigun,Maker.,2,1
Monday May 6 2013,13965,Ryung,hellokitty.,2,0
Monday May 6 2013,13964,hellokitty.,Heart,2,1
Monday May 6 2013,13963,Ryung,Suppy,0,2
Monday May 6 2013,13961,Suppy,Heart,2,0
Monday May 6 2013,13962,Ryung,hellokitty.,2,0
Tuesday May 7 2013,13951,State,Scarlett,0,2
Tuesday May 7 2013,13955,Scarlett,State,2,0
Tuesday May 7 2013,13954,State,Oz,2,1
Tuesday May 7 2013,13953,Scarlett,viOLet,1,2
Tuesday May 7 2013,13952,viOLet,Oz,2,0
Wednesday May 8 2013,13956,IdrA,Polt,0,2
Wednesday May 8 2013,13957,Revival,Goswser,1,2
Wednesday May 8 2013,13958,Polt,Goswser,2,0
Wednesday May 8 2013,13959,IdrA,Revival,0,2
Wednesday May 8 2013,13960,Goswser,Revival,0,2
Thursday May 9 2013,13976,Sen,Capoch,2,0
Thursday May 9 2013,13977,Crank,HuK,2,0
Thursday May 9 2013,13978,Sen,Crank,1,2
Thursday May 9 2013,13979,Capoch,HuK,0,2
Thursday May 9 2013,13980,Sen,HuK,2,1
Saturday May 11 2013,14164,Goswser,Neeb,2,0
Saturday May 11 2013,14160,Goswser,Hendralisk,2,1
Saturday May 11 2013,14161,Neeb,Drunkenboi,0,2
Saturday May 11 2013,14162,Goswser,Drunkenboi,0,2
Saturday May 11 2013,14163,Hendralisk,Neeb,1,2
Sunday May 12 2013,14165,Kane,MaSa,2,0
Sunday May 12 2013,14166,hellokitty.,Suppy,2,0
Sunday May 12 2013,14167,Kane,hellokitty.,2,0
Sunday May 12 2013,14168,Suppy,MaSa,2,0
Sunday May 12 2013,14169,hellokitty.,Suppy,2,1
Tuesday May 14 2013,14376,Soulkey,PartinG,3,2
Tuesday May 14 2013,14377,sOs.sc2,KangHo,3,2
Thursday May 16 2013,14378,RorO,INnoVation,0,3
Thursday May 16 2013,14379,Bomber,Symbol,1,3
Thursday May 16 2013,15078,SaSe,Mvp,0,2
Thursday May 16 2013,15079,LucifroN,Nerchio,2,0
Thursday May 16 2013,15080,LucifroN,Mvp,2,0
Thursday May 16 2013,15081,SaSe,Nerchio,2,0
Thursday May 16 2013,15082,Mvp,SaSe,2,0
Friday May 17 2013,15083,Feast,Stephano,1,2
Friday May 17 2013,15084,DIMAGA,ThorZaiN,1,2
Friday May 17 2013,15085,Stephano,ThorZaiN,2,1
Friday May 17 2013,14170,State,qxc,2,1
Friday May 17 2013,14171,Xenocider,rsvp,2,0
Friday May 17 2013,15086,DIMAGA,Feast,2,1
Friday May 17 2013,14172,State,Xenocider,2,0
Friday May 17 2013,15087,ThorZaiN,DIMAGA,1,2
Friday May 17 2013,14173,qxc,rsvp,2,0
Friday May 17 2013,14174,Xenocider,qxc,1,2
Sunday May 19 2013,15385,Goswser,Kane,3,4
Sunday May 19 2013,15386,State,Minigun,4,0
Tuesday May 21 2013,15361,NesTea,Snute,1,2
Tuesday May 21 2013,15362,Alicia,Sen,2,1
Tuesday May 21 2013,15363,Snute,Alicia,2,1
Tuesday May 21 2013,15364,NesTea,Sen,2,0
Tuesday May 21 2013,15365,Alicia,NesTea,2,0
Tuesday May 21 2013,14380,Soulkey,sOs.sc2,4,3
Tuesday May 21 2013,16523,Socke,ToD,1,2
Tuesday May 21 2013,15387,Kane,State,4,1
Tuesday May 21 2013,16515,Shuttle,Uzer,2,0
Tuesday May 21 2013,16513,ret,Bischu,2,1
Tuesday May 21 2013,16530,DarkHydra,Grubby,1,2
Wednesday May 22 2013,15366,TheSTC,Apocalypse,2,1
Wednesday May 22 2013,15367,Crank,Moonglade,2,1
Wednesday May 22 2013,15368,TheSTC,Crank,0,2
Wednesday May 22 2013,15369,Apocalypse,Moonglade,0,2
Wednesday May 22 2013,15370,TheSTC,Moonglade,1,2
Wednesday May 22 2013,16582,[Quantic],[lMl],0,5
Wednesday May 22 2013,16545,ToD,Slivko,2,1
Wednesday May 22 2013,16536,Kas,Bunny,0,2
Wednesday May 22 2013,16541,Shuttle,Beastyqt,2,1
Wednesday May 22 2013,16549,Tefel,KrasS,2,1
Wednesday May 22 2013,16548,MC,Grubby,0,2
Wednesday May 22 2013,16544,TAiLS,Bly,0,2
Wednesday May 22 2013,16540,ret,MaNa,2,1
Wednesday May 22 2013,16537,Dayshi.sc2,HasuObs,2,1
Thursday May 23 2013,15371,HerO,Scarlett,2,0
Thursday May 23 2013,15372,Suppy,Revival,2,1
Thursday May 23 2013,15373,HerO,Suppy,2,0
Thursday May 23 2013,15374,Scarlett,Revival,1,2
Thursday May 23 2013,15375,Suppy,Revival,0,2
Thursday May 23 2013,14381,INnoVation,Symbol,4,2
Thursday May 23 2013,16554,Shuttle,SaSe,2,0
Thursday May 23 2013,16551,MMA,Bunny,2,0
Thursday May 23 2013,16556,ToD,ThorZaiN,2,0
Thursday May 23 2013,16557,Nerchio,Grubby,1,2
Thursday May 23 2013,16558,Tefel,Naniwa,2,0
Thursday May 23 2013,15376,viOLet,aLive,0,2
Thursday May 23 2013,16552,Dayshi.sc2,Strelok,2,0
Thursday May 23 2013,16553,Vortix,ret,1,2
Thursday May 23 2013,16555,Feast,Bly,1,2
Friday May 24 2013,15377,Polt,Ryung,1,2
Friday May 24 2013,15379,viOLet,Polt,0,2
Friday May 24 2013,15378,aLive,Ryung,1,2
Friday May 24 2013,15380,aLive,Polt,2,1
Friday May 24 2013,16609,[FXO],[ST],1,4
Saturday May 25 2013,16610,[MVP],[NSHoSeo],4,0
Saturday May 25 2013,15354,Happy,DIMAGA,2,3
Saturday May 25 2013,15355,TLO,Mvp,0,3
Saturday May 25 2013,15356,LucifroN,ForGG,2,3
Saturday May 25 2013,15357,Stephano,BabyKnight,3,0
Sunday May 26 2013,15358,DIMAGA,Mvp,0,3
Sunday May 26 2013,15359,ForGG,Stephano,1,3
Sunday May 26 2013,15360,Mvp,Stephano,4,1
Monday May 27 2013,17046,[EG-TL],[T8],1,4
Monday May 27 2013,17048,[KT],[SKT],3,4
Monday May 27 2013,16841,Vortix,Noname.sc2,2,1
Monday May 27 2013,16842,TAiLS,Socke,2,0
Monday May 27 2013,16843,Vortix,TAiLS,1,2
Monday May 27 2013,16844,Noname.sc2,Socke,2,0
Monday May 27 2013,16845,Vortix,Noname.sc2,2,0
Tuesday May 28 2013,17141,Illusion,Taeja,1,2
Tuesday May 28 2013,17137,Goswser,Capoch,1,2
Tuesday May 28 2013,17133,ViBE,Jim,0,2
Tuesday May 28 2013,17129,Top.,Fenix,2,0
Tuesday May 28 2013,17044,[STX],[Woongjin],4,3
Tuesday May 28 2013,16719,Bunny.kr,Ruin,0,1
Tuesday May 28 2013,16718,Leenock,Maru,1,0
Tuesday May 28 2013,16717,DongRaeGu,Ruin,1,0
Tuesday May 28 2013,16716,Bunny.kr,Leenock,1,0
Tuesday May 28 2013,16715,Maru,Ruin,1,0
Tuesday May 28 2013,16720,DongRaeGu,Maru,0,1
Tuesday May 28 2013,16721,Ruin,Leenock,0,1
Tuesday May 28 2013,16722,Bunny.kr,Maru,0,1
Tuesday May 28 2013,16723,Bunny.kr,DongRaeGu,1,0
Tuesday May 28 2013,16714,DongRaeGu,Leenock,0,1
Tuesday May 28 2013,16846,SaSe,Monchi,2,1
Tuesday May 28 2013,16847,Beastyqt,Elfi,2,0
Tuesday May 28 2013,16848,SaSe,Beastyqt,0,2
Tuesday May 28 2013,16849,Monchi,Elfi,0,2
Tuesday May 28 2013,16850,SaSe,Elfi,0,2
Wednesday May 29 2013,17143,XY - Stc2,DeMuslim,1,2
Wednesday May 29 2013,17131,Ian,SpeCial.Sc2,0,2
Wednesday May 29 2013,17135,State,theognis,1,2
Wednesday May 29 2013,17139,Neeb,puCK,0,2
Wednesday May 29 2013,16732,Rogue,YoDaSC2,1,0
Wednesday May 29 2013,16724,Golden,Trust,0,1
Wednesday May 29 2013,16725,YoDaSC2,FanTaSy,0,1
Wednesday May 29 2013,16733,Rogue,Golden,1,0
Wednesday May 29 2013,16731,FanTaSy,Trust,1,0
Wednesday May 29 2013,16727,Golden,FanTaSy,0,1
Wednesday May 29 2013,16726,Rogue,Trust,1,0
Wednesday May 29 2013,16573,[Liquid],[MVP],1,5
Wednesday May 29 2013,16861,Strelok,Jogginghose,2,1
Wednesday May 29 2013,16862,SortOf,Slivko,2,0
Wednesday May 29 2013,16574,[mouz],[lMl],2,5
Wednesday May 29 2013,16863,Strelok,SortOf,1,2
Wednesday May 29 2013,16864,Jogginghose,Slivko,0,2
Wednesday May 29 2013,16865,Strelok,Slivko,1,2
Thursday May 30 2013,17150,Polt,Taeja,2,0
Thursday May 30 2013,17148,NesTea,Capoch,2,0
Thursday May 30 2013,17146,Scarlett,Jim,2,1
Thursday May 30 2013,17144,Apocalypse,Top.,2,0
Thursday May 30 2013,17047,[KHAN],[Woongjin],3,4
Thursday May 30 2013,16740,Hurricane,MarineKing,1,0
Thursday May 30 2013,16741,First,True.,1,0
Thursday May 30 2013,16743,Bang,Hurricane,0,1
Thursday May 30 2013,16738,True.,MarineKing,0,1
Thursday May 30 2013,16739,Bang,First,0,1
Thursday May 30 2013,16734,Hurricane,True.,1,0
Thursday May 30 2013,16742,Bang,MarineKing,0,1
Thursday May 30 2013,16737,Hurricane,First,0,1
Thursday May 30 2013,16735,MarineKing,First,1,0
Thursday May 30 2013,16600,[K3],[Liquid],4,5
Thursday May 30 2013,16856,Naniwa,Siw,2,0
Thursday May 30 2013,16856,Naniwa,Siw,2,0
Thursday May 30 2013,16857,BlinG,HasuObs,0,2
Thursday May 30 2013,16858,Naniwa,HasuObs,0,2
Thursday May 30 2013,16859,Siw,BlinG,2,1
Thursday May 30 2013,16860,Naniwa,Siw,2,0
Friday May 31 2013,17145,viOLet,SpeCial.Sc2,2,0
Friday May 31 2013,17151,TheSTC,DeMuslim,0,2
Friday May 31 2013,17149,Suppy,puCK,0,2
Friday May 31 2013,17147,Sen,theognis,0,2
Friday May 31 2013,17035,[CJ],[KT],0,4
Friday May 31 2013,16851,Feast,Uzer,1,2
Friday May 31 2013,16852,Kas,TitaN,2,1
Friday May 31 2013,16853,Uzer,Kas,2,0
Friday May 31 2013,16854,Feast,TitaN,0,2
Friday May 31 2013,16855,Kas,TitaN,1,2
Saturday June 1 2013,14382,Soulkey,INnoVation,4,3
Saturday June 1 2013,17382,Curious,Welmu,2,0
Saturday June 1 2013,17383,ToD,HyuN,0,2
Saturday June 1 2013,17379,ForGG,Welmu,2,0
Saturday June 1 2013,17387,Squirtle,Dayshi.sc2,2,1
Saturday June 1 2013,17386,ToD,Dayshi.sc2,1,2
Saturday June 1 2013,17385,HyuN,Squirtle,2,0
Saturday June 1 2013,17382,Curious,Welmu,2,0
Saturday June 1 2013,17381,Feast,Welmu,0,2
Saturday June 1 2013,17380,Curious,ForGG,1,2
Saturday June 1 2013,17378,Feast,Curious,0,2
Saturday June 1 2013,16601,[K3],[Acer],5,3
Saturday June 1 2013,16567,[Liquid],[ROOT],5,3
Saturday June 1 2013,16832,Moonglade,Ryung,0,3
Saturday June 1 2013,16831,HerO,Alicia,3,1
Saturday June 1 2013,16834,Revival,Snute,3,1
Saturday June 1 2013,16833,Crank,aLive,0,3
Sunday June 2 2013,17026,[EG-TL],[SKT],4,3
Sunday June 2 2013,17028,[T8],[STX],2,4
Sunday June 2 2013,17422,ForGG,Squirtle,3,2
Sunday June 2 2013,17423,Curious,HyuN,3,1
Sunday June 2 2013,17425,Squirtle,HyuN,3,1
Sunday June 2 2013,17424,ForGG,Curious,0,3
Sunday June 2 2013,16835,HerO,Ryung,3,2
Sunday June 2 2013,16836,aLive,Revival,1,3
Sunday June 2 2013,16837,HerO,Revival,4,2
Monday June 3 2013,16866,Bunny,Harstem,2,1
Monday June 3 2013,16867,KrasS,duckdeok,0,2
Monday June 3 2013,16868,Bunny,duckdeok,2,1
Monday June 3 2013,16869,Harstem,KrasS,0,2
Monday June 3 2013,16870,duckdeok,KrasS,2,0
Tuesday June 4 2013,17059,[SKT],[STX],2,4
Tuesday June 4 2013,16770,Crazy,KeeN,0,1
Tuesday June 4 2013,16771,Avenge,YongHwa,0,1
Tuesday June 4 2013,16773,sCsC,Crazy,0,1
Tuesday June 4 2013,16768,YongHwa,KeeN,0,1
Tuesday June 4 2013,16769,sCsC,Avenge,0,1
Tuesday June 4 2013,16764,Crazy,YongHwa,0,1
Tuesday June 4 2013,16772,sCsC,KeeN,0,1
Tuesday June 4 2013,16767,Crazy,Avenge,0,1
Tuesday June 4 2013,16766,sCsC,YongHwa,0,1
Tuesday June 4 2013,16765,KeeN,Avenge,0,1
Tuesday June 4 2013,16871,ThorZaiN,FireCake,2,0
Tuesday June 4 2013,16872,MaNa,Bischu,2,1
Tuesday June 4 2013,16873,ThorZaiN,MaNa,2,1
Tuesday June 4 2013,16874,FireCake,Bischu,2,1
Tuesday June 4 2013,16875,MaNa,FireCake,2,0
Wednesday June 5 2013,16760,YuGiOh,GuMiho,1,0
Wednesday June 5 2013,16761,Swagger,JangBi,0,1
Wednesday June 5 2013,16763,Creator,YuGiOh,0,1
Wednesday June 5 2013,16758,JangBi,GuMiho,1,0
Wednesday June 5 2013,16759,Creator,Swagger,0,1
Wednesday June 5 2013,16754,YuGiOh,JangBi,0,1
Wednesday June 5 2013,16762,Creator,GuMiho,1,0
Wednesday June 5 2013,16757,YuGiOh,Swagger,1,0
Wednesday June 5 2013,16876,Nerchio,DarkHydra,2,0
Wednesday June 5 2013,16877,MC,Welmu,2,1
Wednesday June 5 2013,16878,Nerchio,MC,0,2
Wednesday June 5 2013,16879,DarkHydra,Welmu,0,2
Wednesday June 5 2013,16880,Nerchio,Welmu,0,2
Thursday June 6 2013,16750,Curious,ParalyzE,0,1
Thursday June 6 2013,16751,Super.SC2,ByuN,1,0
Thursday June 6 2013,16753,EffOrt,Curious,0,1
Thursday June 6 2013,16748,ByuN,ParalyzE,0,1
Thursday June 6 2013,16749,EffOrt,Super.SC2,1,0
Thursday June 6 2013,16744,Curious,ByuN,1,0
Thursday June 6 2013,16752,EffOrt,ParalyzE,1,0
Thursday June 6 2013,16747,Curious,Super.SC2,1,0
Thursday June 6 2013,16746,EffOrt,ByuN,0,1
Thursday June 6 2013,16745,ParalyzE,Super.SC2,0,1
Thursday June 6 2013,16596,[Acer],[Liquid],5,2
Friday June 7 2013,17565,Soulkey,aLive,2,0
Friday June 7 2013,17566,TLO,Stephano,2,1
Friday June 7 2013,17570,Mvp,Ryung,2,1
Friday June 7 2013,17571,KangHo,Alicia,1,2
Friday June 7 2013,17567,Soulkey,TLO,2,0
Friday June 7 2013,17572,Mvp,Alicia,1,2
Friday June 7 2013,17568,aLive,Stephano,2,0
Friday June 7 2013,17573,Ryung,KangHo,1,2
Friday June 7 2013,17569,TLO,aLive,0,2
Friday June 7 2013,17574,Mvp,KangHo,2,1
Friday June 7 2013,17575,HerO,ForGG,0,2
Friday June 7 2013,17576,sOs.sc2,Symbol,2,0
Friday June 7 2013,17577,ForGG,sOs.sc2,2,1
Friday June 7 2013,17578,HerO,Symbol,2,0
Friday June 7 2013,17580,INnoVation,Revival,2,0
Friday June 7 2013,17581,DIMAGA,RorO,0,2
Friday June 7 2013,17582,INnoVation,RorO,2,1
Friday June 7 2013,17583,DIMAGA,Revival,1,2
Friday June 7 2013,17584,Revival,RorO,1,2
Friday June 7 2013,17579,HerO,sOs.sc2,0,2
Saturday June 8 2013,17629,RorO,Soulkey,1,3
Saturday June 8 2013,17630,Alicia,sOs.sc2,0,3
Saturday June 8 2013,17631,ForGG,Mvp,1,3
Saturday June 8 2013,17632,INnoVation,aLive,3,0
Saturday June 8 2013,17838,Dayshi.sc2,TheSTC,3,2
Saturday June 8 2013,17839,Snute,HyuN,3,0
Saturday June 8 2013,17840,Kas,Goswser,3,0
Saturday June 8 2013,17841,Squirtle,Polt,3,1
Saturday June 8 2013,17843,Kas,Squirtle,0,3
Sunday June 9 2013,17634,Mvp,INnoVation,2,3
Sunday June 9 2013,17633,Soulkey,sOs.sc2,2,3
Sunday June 9 2013,17635,sOs.sc2,INnoVation,0,4
Sunday June 9 2013,17842,Dayshi.sc2,Snute,2,3
Sunday June 9 2013,17845,Dayshi.sc2,Kas,3,0
Sunday June 9 2013,17844,Squirtle,Snute,4,0
Monday June 10 2013,17065,[Woongjin],[T8],0,4
Monday June 10 2013,17058,[EG-TL],[CJ],4,3
Tuesday June 11 2013,18166,TheSTC,MacSed,1,2
Tuesday June 11 2013,18167,Goswser,Heart,2,0
Tuesday June 11 2013,18168,MacSed,Goswser,2,1
Tuesday June 11 2013,18169,TheSTC,Heart,2,1
Tuesday June 11 2013,18170,TheSTC,Goswser,2,0
Tuesday June 11 2013,17061,[T8],[KHAN],4,2
Wednesday June 12 2013,18171,SpeCial.Sc2,Bails,2,1
Wednesday June 12 2013,18172,ViBE,Bails,2,1
Wednesday June 12 2013,18786,Jim,TheSTC,2,0
Wednesday June 12 2013,18787,White-Ra,ret,1,2
Wednesday June 12 2013,18788,Jim,ret,0,2
Wednesday June 12 2013,18789,TheSTC,White-Ra,2,0
Wednesday June 12 2013,18790,Jim,TheSTC,2,1
Thursday June 13 2013,18179,Capoch,IdrA,2,0
Thursday June 13 2013,18178,HuK,XY - Stc2,2,0
Thursday June 13 2013,18180,XY - Stc2,Capoch,2,0
Thursday June 13 2013,17076,[KT],[SKT],1,4
Thursday June 13 2013,17067,[STX],[KHAN],2,4
Thursday June 13 2013,18796,LoWeLy,HerO,1,2
Thursday June 13 2013,18797,Life,qxc,2,0
Thursday June 13 2013,18798,HerO,Life,0,2
Thursday June 13 2013,18799,LoWeLy,qxc,2,1
Thursday June 13 2013,18800,HerO,LoWeLy,2,0
Friday June 14 2013,16606,[MVP],[Prime],4,3
Saturday June 15 2013,16620,[NSHoSeo],[LG-IM],1,4
Sunday June 16 2013,17068,[CJ],[T8],4,3
Sunday June 16 2013,17050,[EG-TL],[Woongjin],4,2
Sunday June 16 2013,18949,Squirtle,NightenD,1,2
Sunday June 16 2013,18950,Naniwa,Suppy,1,2
Sunday June 16 2013,18951,Squirtle,Suppy,2,0
Sunday June 16 2013,18952,NightenD,Naniwa,0,2
Sunday June 16 2013,18965,DeViL,SortOf,0,2
Sunday June 16 2013,18966,DieStar,MaNa,0,2
Sunday June 16 2013,18967,DeViL,MaNa,0,2
Sunday June 16 2013,18968,SortOf,DieStar,2,1
Sunday June 16 2013,18981,Bischu,Zanster,1,2
Sunday June 16 2013,18982,RunA,StarDust,0,2
Sunday June 16 2013,18983,Cytoplasm,PiG,0,2
Sunday June 16 2013,18984,PoYo.,Slivko,0,2
Sunday June 16 2013,18980,StarDust,Zanster,2,1
Sunday June 16 2013,18944,Lucky.,Sting,2,1
Sunday June 16 2013,18945,hOpe.,Sting,0,2
Sunday June 16 2013,18946,ThorZaiN,Lucky.,2,0
Sunday June 16 2013,18958,HuK,viPro,1,2
Sunday June 16 2013,18959,uThermal,StarNaN,0,2
Sunday June 16 2013,18960,HyuN,Daisy,2,0
Sunday June 16 2013,18961,uThermal,Daisy,0,2
Sunday June 16 2013,18962,StarNaN,HyuN,0,2
Sunday June 16 2013,18963,uThermal,HyuN,0,2
Sunday June 16 2013,18964,Daisy,StarNaN,1,2
Sunday June 16 2013,18974,MorroW,TheSTC,0,2
Sunday June 16 2013,18975,Miniraser,TheSTC,0,2
Sunday June 16 2013,18976,Life,MorroW,2,0
Sunday June 16 2013,18977,Bischu,StarDust,1,2
Sunday June 16 2013,18978,Zanster,RunA,2,1
Sunday June 16 2013,18979,Bischu,RunA,2,0
Sunday June 16 2013,18943,hOpe.,ThorZaiN,0,2
Sunday June 16 2013,18988,Slivko,PiG,0,2
Sunday June 16 2013,18942,Sting,ThorZaiN,2,1
Sunday June 16 2013,18943,hOpe.,ThorZaiN,0,2
Sunday June 16 2013,18944,Lucky.,Sting,2,1
Sunday June 16 2013,18945,hOpe.,Sting,0,2
Sunday June 16 2013,18956,viPro,viOLet,0,2
Sunday June 16 2013,18957,Darkomicron,viOLet,0,2
Sunday June 16 2013,18958,HuK,viPro,1,2
Sunday June 16 2013,18959,uThermal,StarNaN,0,2
Sunday June 16 2013,18976,Life,MorroW,2,0
Sunday June 16 2013,18975,Miniraser,TheSTC,0,2
Sunday June 16 2013,18974,MorroW,TheSTC,0,2
Sunday June 16 2013,18973,Miniraser,Life,1,2
Sunday June 16 2013,18941,hOpe.,Lucky.,1,2
Sunday June 16 2013,18972,TheSTC,Life,0,2
Sunday June 16 2013,18960,HyuN,Daisy,2,0
Sunday June 16 2013,18947,Squirtle,Naniwa,2,1
Sunday June 16 2013,18948,Suppy,NightenD,2,0
Sunday June 16 2013,19026,Snute,DaBoO,2,0
Sunday June 16 2013,18990,Stephano,Kaldi,2,0
Sunday June 16 2013,18991,ToD,Kaldi,2,0
Sunday June 16 2013,18992,Storm,Stephano,0,2
Sunday June 16 2013,18993,ToD,Stephano,1,2
Sunday June 16 2013,18994,Kaldi,Storm,2,0
Sunday June 16 2013,19005,Dayshi.sc2,Sjow,0,2
Sunday June 16 2013,19006,Serral,Zypher,2,0
Sunday June 16 2013,19007,Goswser,Jaedong,0,2
Sunday June 16 2013,19008,Elfi,ret,2,0
Sunday June 16 2013,19009,Goswser,ret,2,1
Sunday June 16 2013,19010,Jaedong,Elfi,2,0
Sunday June 16 2013,19021,PandaTank,Arthur,2,0
Sunday June 16 2013,19022,SaltTheWound,Tefel,0,2
Sunday June 16 2013,19023,PandaTank,Tefel,0,2
Sunday June 16 2013,19024,Arthur,SaltTheWound,2,0
Sunday June 16 2013,19025,Goody,Harpner,2,1
Sunday June 16 2013,18989,ToD,Storm,0,2
Sunday June 16 2013,19031,HoBbe,GuMiho,0,2
Sunday June 16 2013,18995,LucifroN,Avekatten,2,0
Sunday June 16 2013,18996,Feast,Harstem,0,2
Sunday June 16 2013,18997,LucifroN,Harstem,1,2
Sunday June 16 2013,18998,Avekatten,Feast,0,2
Sunday June 16 2013,18999,LucifroN,Feast,2,0
Sunday June 16 2013,19010,Jaedong,Elfi,2,0
Sunday June 16 2013,19011,Goswser,Elfi,0,2
Sunday June 16 2013,19012,ret,Jaedong,0,2
Sunday June 16 2013,19013,TLO,ArtifacT,2,0
Sunday June 16 2013,19014,Targa,Sonder,0,2
Sunday June 16 2013,19015,TLO,Sonder,2,1
Sunday June 16 2013,19026,Snute,DaBoO,2,0
Sunday June 16 2013,19027,Goody,DaBoO,2,0
Sunday June 16 2013,19028,Harpner,Snute,0,2
Sunday June 16 2013,19029,Goody,Snute,0,2
Sunday June 16 2013,19030,DaBoO,Harpner,2,0
Sunday June 16 2013,18994,Kaldi,Storm,2,0
Sunday June 16 2013,18989,ToD,Storm,0,2
Sunday June 16 2013,18990,Stephano,Kaldi,2,0
Sunday June 16 2013,19003,Dayshi.sc2,Serral,2,0
Sunday June 16 2013,19004,Zypher,Sjow,0,2
Sunday June 16 2013,19005,Dayshi.sc2,Sjow,0,2
Sunday June 16 2013,19006,Serral,Zypher,2,0
Sunday June 16 2013,19019,PandaTank,SaltTheWound,2,0
Sunday June 16 2013,19020,Tefel,Arthur,2,0
Sunday June 16 2013,19021,PandaTank,Arthur,2,0
Sunday June 16 2013,19022,SaltTheWound,Tefel,0,2
Sunday June 16 2013,19035,HoBbe,Snuffe,1,2
Sunday June 16 2013,19036,Taeja,GuMiho,2,0
Sunday June 16 2013,19058,GuMiho,PandaTank,2,0
Sunday June 16 2013,19059,Sting,Jaedong,2,1
Sunday June 16 2013,19078,Elfi,Taeja,2,1
Sunday June 16 2013,19079,Tefel,ThorZaiN,2,0
Sunday June 16 2013,19098,Sonder,LucifroN,0,2
Sunday June 16 2013,19099,StarDust,Snute,2,0
Sunday June 16 2013,19096,Sonder,StarDust,0,2
Sunday June 16 2013,19055,PandaTank,Sting,2,1
Sunday June 16 2013,19056,GuMiho,Sting,2,1
Sunday June 16 2013,19071,Bischu,Goody,1,2
Sunday June 16 2013,19072,Stephano,HyuN,0,2
Sunday June 16 2013,19073,Slivko,TheSTC,2,1
Sunday June 16 2013,19074,Stephano,TheSTC,2,1
Sunday June 16 2013,19075,HyuN,Slivko,2,0
Sunday June 16 2013,19076,Stephano,Slivko,2,0
Sunday June 16 2013,19087,SortOf,viPro,0,2
Sunday June 16 2013,19088,Sjow,viPro,2,0
Sunday June 16 2013,19089,Squirtle,SortOf,2,0
Sunday June 16 2013,19091,Life,ToD,2,0
Sunday June 16 2013,19092,StarNaN,ToD,0,2
Sunday June 16 2013,19093,PiG,Life,1,2
Sunday June 16 2013,19094,StarNaN,Life,0,2
Sunday June 16 2013,19095,ToD,PiG,2,1
Sunday June 16 2013,19054,GuMiho,Jaedong,0,2
Sunday June 16 2013,19101,LucifroN,StarDust,2,0
Sunday June 16 2013,19061,Suppy,MaNa,0,2
Sunday June 16 2013,19062,Dayshi.sc2,MaNa,2,1
Sunday June 16 2013,19063,viOLet,Suppy,2,1
Sunday June 16 2013,19064,Dayshi.sc2,Suppy,2,1
Sunday June 16 2013,19065,MaNa,viOLet,0,2
Sunday June 16 2013,19066,Harstem,Goody,2,0
Sunday June 16 2013,19067,TLO,Bischu,0,2
Sunday June 16 2013,19068,Harstem,Bischu,2,1
Sunday June 16 2013,19069,Goody,TLO,0,2
Sunday June 16 2013,19080,Elfi,ThorZaiN,2,1
Sunday June 16 2013,19081,Taeja,Tefel,2,0
Sunday June 16 2013,19082,Elfi,Tefel,0,2
Sunday June 16 2013,19083,ThorZaiN,Taeja,0,2
Sunday June 16 2013,19084,Sjow,SortOf,2,0
Sunday June 16 2013,19085,viPro,Squirtle,0,2
Sunday June 16 2013,19100,Sonder,Snute,2,0
Sunday June 16 2013,19060,Dayshi.sc2,viOLet,0,2
Sunday June 16 2013,19063,viOLet,Suppy,2,1
Sunday June 16 2013,19064,Dayshi.sc2,Suppy,2,1
Sunday June 16 2013,19067,TLO,Bischu,0,2
Sunday June 16 2013,19068,Harstem,Bischu,2,1
Sunday June 16 2013,19083,ThorZaiN,Taeja,0,2
Sunday June 16 2013,19084,Sjow,SortOf,2,0
Monday June 17 2013,17064,[SKT],[KHAN],3,4
Monday June 17 2013,17053,[KT],[STX],0,4
Monday June 17 2013,19102,Jaedong,Stephano,2,0
Monday June 17 2013,19103,LucifroN,Dayshi.sc2,2,1
Monday June 17 2013,19104,Squirtle,TLO,1,2
Monday June 17 2013,19105,Taeja,ToD,2,0
Monday June 17 2013,19106,Life,Tefel,2,0
Monday June 17 2013,19107,Harstem,Sjow,1,2
Monday June 17 2013,19108,viOLet,StarDust,0,2
Monday June 17 2013,19109,HyuN,GuMiho,2,1
Monday June 17 2013,19110,Jaedong,LucifroN,2,0
